Time (ns),trace,xx,yy,zz,yx,zx,zy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.06124,0.693035,0.703825,0.664378,0.0110608,-0.0207093,0.000396068
0.2,4.0593,1.37301,1.38333,1.30296,0.0174911,-0.0448279,-0.00869542
0.3,6.00285,2.03008,2.05036,1.92241,0.0290796,-0.0754988,-0.0175718
0.4,7.92705,2.69621,2.70669,2.52415,0.0461486,-0.104418,-0.0231196
0.5,9.84215,3.37046,3.36723,3.10445,0.0670145,-0.131418,-0.026642
0.6,11.7374,4.04344,4.0208,3.67311,0.0938135,-0.156151,-0.0374152
0.7,13.6066,4.70931,4.66926,4.228,0.119097,-0.173629,-0.0541744
0.8,15.4473,5.37272,5.30226,4.77232,0.137423,-0.191812,-0.0776128
0.9,17.2903,6.04381,5.93262,5.3139,0.156283,-0.216612,-0.112452
1.0,19.1371,6.71317,6.56112,5.8628,0.172544,-0.247538,-0.14204
1.1,20.9838,7.38508,7.18982,6.40893,0.192209,-0.276422,-0.179001
1.2,22.8082,8.07044,7.80629,6.9315,0.211191,-0.299874,-0.214573
1.3,24.619,8.75297,8.42918,7.43686,0.237151,-0.32169,-0.25672
1.4,26.4116,9.42973,9.05361,7.92829,0.250408,-0.342718,-0.286665
1.5,28.157,10.0827,9.65834,8.416,0.256059,-0.362446,-0.312986
1.6,29.9043,10.749,10.2527,8.90253,0.268863,-0.371697,-0.342581
1.7,31.6412,11.4213,10.8503,9.36962,0.289333,-0.38946,-0.369135
1.8,33.3842,12.094,11.4581,9.83206,0.313356,-0.407198,-0.402161
1.9,35.1399,12.7919,12.0576,10.2904,0.320203,-0.423096,-0.439958
2.0,36.899,13.4964,12.6572,10.7454,0.324126,-0.428116,-0.473756
2.1,38.64,14.1848,13.2545,11.2007,0.311933,-0.442768,-0.511935
2.2,40.4085,14.8859,13.8695,11.6531,0.299491,-0.450344,-0.553127
2.3,42.1847,15.5743,14.4962,12.1142,0.295522,-0.465248,-0.614967
2.4,43.9218,16.2451,15.1066,12.5701,0.290343,-0.480291,-0.688435
