Bins,Frequency,Density,Cumulative density
0.0,274,0.009319727891156463,0.009319727891156463
0.033509,31,0.001054421768707483,0.010374149659863946
0.067018,63,0.002142857142857143,0.012517006802721088
0.10052699999999999,74,0.0025170068027210884,0.015034013605442176
0.134036,81,0.0027551020408163266,0.017789115646258503
0.167545,76,0.0025850340136054422,0.020374149659863946
0.20105399999999998,138,0.004693877551020408,0.025068027210884355
0.23456299999999997,154,0.005238095238095238,0.030306122448979594
0.268072,168,0.005714285714285714,0.03602040816326531
0.301581,164,0.005578231292517007,0.041598639455782314
0.33509,200,0.006802721088435374,0.04840136054421769
0.36859899999999995,206,0.007006802721088435,0.05540816326530612
0.40210799999999997,217,0.007380952380952381,0.0627891156462585
0.435617,234,0.007959183673469388,0.07074829931972788
0.46912599999999993,246,0.00836734693877551,0.0791156462585034
0.5026349999999999,230,0.007823129251700681,0.08693877551020408
0.536144,266,0.009047619047619047,0.09598639455782312
0.569653,221,0.007517006802721088,0.10350340136054421
0.603162,263,0.008945578231292517,0.11244897959183674
0.636671,265,0.00901360544217687,0.12146258503401361
0.67018,242,0.008231292517006803,0.1296938775510204
0.7036889999999999,277,0.009421768707482993,0.1391156462585034
0.7371979999999999,261,0.008877551020408164,0.14799319727891155
0.7707069999999999,257,0.008741496598639455,0.156734693877551
0.8042159999999999,304,0.010340136054421769,0.16707482993197278
0.8377249999999999,261,0.008877551020408164,0.17595238095238094
0.871234,267,0.009081632653061224,0.18503401360544217
0.904743,256,0.008707482993197279,0.19374149659863946
0.9382519999999999,269,0.009149659863945577,0.20289115646258504
0.9717609999999999,271,0.009217687074829933,0.21210884353741496
1.0052699999999999,289,0.009829931972789115,0.22193877551020408
1.038779,281,0.009557823129251701,0.2314965986394558
1.072288,288,0.009795918367346938,0.24129251700680274
1.105797,252,0.008571428571428572,0.2498639455782313
1.139306,263,0.008945578231292517,0.2588095238095238
1.172815,255,0.008673469387755102,0.2674829931972789
1.206324,259,0.008809523809523809,0.27629251700680274
1.239833,272,0.00925170068027211,0.28554421768707483
1.273342,261,0.008877551020408164,0.294421768707483
1.306851,263,0.008945578231292517,0.3033673469387755
1.34036,253,0.008605442176870749,0.31197278911564624
1.3738689999999998,261,0.008877551020408164,0.3208503401360544
1.4073779999999998,240,0.00816326530612245,0.32901360544217684
1.4408869999999998,264,0.008979591836734694,0.33799319727891153
1.4743959999999998,265,0.00901360544217687,0.3470068027210884
1.5079049999999998,247,0.008401360544217687,0.3554081632653061
1.5414139999999998,246,0.00836734693877551,0.3637755102040816
1.5749229999999999,236,0.008027210884353741,0.3718027210884354
1.6084319999999999,284,0.009659863945578231,0.3814625850340136
1.6419409999999999,240,0.00816326530612245,0.389625850340136
1.6754499999999999,244,0.008299319727891157,0.3979251700680272
1.708959,237,0.008061224489795918,0.4059863945578231
1.742468,257,0.008741496598639455,0.4147278911564625
1.775977,228,0.007755102040816327,0.42248299319727883
1.809486,252,0.008571428571428572,0.4310544217687074
1.842995,236,0.008027210884353741,0.43908163265306116
1.8765039999999997,209,0.007108843537414966,0.44619047619047614
1.9100129999999997,199,0.006768707482993197,0.4529591836734693
1.9435219999999997,211,0.007176870748299319,0.46013605442176864
1.9770309999999998,208,0.007074829931972789,0.4672108843537414
2.0105399999999998,234,0.007959183673469388,0.4751700680272108
2.044049,234,0.007959183673469388,0.48312925170068016
2.077558,193,0.006564625850340136,0.4896938775510203
2.111067,222,0.007551020408163266,0.49724489795918353
2.144576,208,0.007074829931972789,0.5043197278911563
2.178085,226,0.0076870748299319724,0.5120068027210882
2.211594,235,0.007993197278911564,0.5199999999999998
2.245103,190,0.006462585034013605,0.5264625850340134
2.278612,182,0.006190476190476191,0.5326530612244896
2.312121,196,0.006666666666666667,0.5393197278911563
2.34563,192,0.006530612244897959,0.5458503401360543
2.379139,199,0.006768707482993197,0.5526190476190475
2.412648,202,0.006870748299319728,0.5594897959183672
2.446157,184,0.006258503401360544,0.5657482993197278
2.479666,172,0.005850340136054422,0.5715986394557823
2.513175,170,0.005782312925170068,0.5773809523809523
2.546684,175,0.005952380952380952,0.5833333333333333
2.580193,173,0.005884353741496599,0.5892176870748299
2.613702,162,0.005510204081632653,0.5947278911564625
2.647211,185,0.006292517006802721,0.6010204081632652
2.68072,200,0.006802721088435374,0.6078231292517006
2.7142289999999996,169,0.005748299319727891,0.6135714285714284
2.7477379999999996,168,0.005714285714285714,0.6192857142857141
2.7812469999999996,165,0.005612244897959183,0.6248979591836733
2.8147559999999996,152,0.0051700680272108845,0.6300680272108842
2.8482649999999996,159,0.005408163265306122,0.6354761904761903
2.8817739999999996,135,0.004591836734693878,0.6400680272108842
2.9152829999999996,149,0.0050680272108843535,0.6451360544217686
2.9487919999999996,158,0.0053741496598639455,0.6505102040816325
2.9823009999999996,141,0.004795918367346939,0.6553061224489795
3.0158099999999997,149,0.0050680272108843535,0.6603741496598639
3.0493189999999997,148,0.005034013605442177,0.665408163265306
3.0828279999999997,153,0.005204081632653061,0.6706122448979591
3.1163369999999997,137,0.004659863945578231,0.6752721088435374
3.1498459999999997,153,0.005204081632653061,0.6804761904761905
3.1833549999999997,150,0.00510204081632653,0.6855782312925169
3.2168639999999997,163,0.00554421768707483,0.6911224489795917
3.2503729999999997,142,0.004829931972789116,0.6959523809523809
3.2838819999999997,135,0.004591836734693878,0.7005442176870748
3.3173909999999998,126,0.004285714285714286,0.7048299319727891
3.3508999999999998,124,0.004217687074829932,0.709047619047619
3.384409,140,0.004761904761904762,0.7138095238095238
3.417918,107,0.003639455782312925,0.7174489795918367
