Time (ns),trace,xx,yy,zz,yx,zx,zy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.07298,0.697479,0.699655,0.675841,0.00418673,-0.00242968,0.00343305
0.2,4.089,1.39017,1.38535,1.31347,0.00793328,0.00340663,-0.001017
0.3,6.10385,2.08509,2.08037,1.93839,0.0092519,0.0139589,-0.00340931
0.4,8.12098,2.77948,2.78844,2.55305,0.0068869,0.0282143,-0.0160497
0.5,10.1142,3.46833,3.49065,3.15522,0.0128702,0.0483562,-0.0332772
0.6,12.059,4.15164,4.18222,3.72516,0.014044,0.0747916,-0.0552515
0.7,13.9751,4.81826,4.87234,4.28449,0.00967958,0.0988014,-0.0772112
0.8,15.8955,5.50155,5.55806,4.83586,0.00400938,0.120828,-0.104706
0.9,17.7965,6.1864,6.2308,5.37931,0.00102012,0.131462,-0.120778
1.0,19.685,6.88593,6.89068,5.90838,-0.00127015,0.146743,-0.14602
1.1,21.556,7.57879,7.54962,6.42763,-0.0072147,0.160876,-0.165069
1.2,23.4341,8.27716,8.20567,6.95126,-0.00866112,0.175565,-0.185361
1.3,25.301,8.97619,8.85835,7.46646,-0.00515035,0.184296,-0.213057
1.4,27.1632,9.68335,9.51282,7.96708,0.000816294,0.189456,-0.234447
1.5,29.0239,10.3944,10.1765,8.45296,0.00434794,0.186514,-0.261029
1.6,30.8639,11.1018,10.8468,8.91528,0.00330542,0.195053,-0.288995
1.7,32.6986,11.8019,11.524,9.37273,0.00112705,0.205723,-0.319282
1.8,34.5364,12.5162,12.1927,9.82759,0.015657,0.209679,-0.345137
1.9,36.3777,13.2295,12.8606,10.2875,0.0425839,0.219148,-0.362902
2.0,38.2236,13.9538,13.5559,10.7139,0.0761022,0.246803,-0.384166
2.1,40.0063,14.6466,14.2471,11.1126,0.0954366,0.272182,-0.404563
2.2,41.7627,15.3404,14.9166,11.5057,0.114945,0.288545,-0.419295
2.3,43.5119,16.0376,15.5803,11.894,0.150034,0.300912,-0.427944
2.4,45.2754,16.7371,16.2499,12.2884,0.190554,0.300676,-0.431945
2.5,46.9974,17.4246,16.9009,12.6719,0.224736,0.299164,-0.447626
2.6,48.6882,18.1065,17.5441,13.0376,0.256977,0.304556,-0.472735
2.7,50.3695,18.7776,18.1902,13.4017,0.278484,0.319048,-0.490912
2.8,52.0217,19.4488,18.8286,13.7443,0.300758,0.33099,-0.516108
2.9,53.68,20.1221,19.4722,14.0858,0.330761,0.345165,-0.537035
3.0,55.302,20.7914,20.1128,14.3977,0.376055,0.352672,-0.560633
3.1,56.9416,21.4563,20.7649,14.7204,0.421264,0.361151,-0.58327
3.2,58.5494,22.1139,21.388,15.0475,0.450743,0.356895,-0.632259
3.3,60.1618,22.7652,22.0195,15.3771,0.485023,0.354064,-0.683384
3.4,61.7395,23.413,22.6211,15.7055,0.538949,0.359715,-0.74051
3.5,63.3081,24.0525,23.2323,16.0234,0.58722,0.361923,-0.804684
3.6,64.8493,24.6707,23.8526,16.3259,0.640532,0.361097,-0.880378
3.7,66.3371,25.2824,24.4438,16.611,0.689532,0.368158,-0.958729
3.8,67.8084,25.8904,25.0229,16.8951,0.713325,0.37731,-1.05066
3.9,69.2606,26.5084,25.5719,17.1804,0.745737,0.385837,-1.14022
4.0,70.7078,27.1463,26.1151,17.4464,0.777272,0.380282,-1.23583
4.1,72.1611,27.7885,26.6503,17.7223,0.799569,0.384622,-1.32987
4.2,73.6048,28.426,27.1664,18.0124,0.841702,0.374592,-1.43169
4.3,75.0042,29.036,27.6816,18.2866,0.8824,0.381446,-1.52564
4.4,76.3997,29.6532,28.1903,18.5562,0.915117,0.39051,-1.62805
4.5,77.8157,30.2566,28.7346,18.8245,0.95214,0.38985,-1.74403
4.6,79.2489,30.8247,29.3068,19.1175,0.990101,0.405088,-1.84735
4.7,80.6373,31.36,29.8646,19.4127,1.01756,0.408438,-1.9397
4.8,82.0305,31.8965,30.4289,19.7051,1.05029,0.432529,-2.01535
4.9,83.3459,32.3834,30.969,19.9935,1.101,0.442351,-2.1131
5.0,84.6499,32.8762,31.5173,20.2565,1.15786,0.46782,-2.21765
5.1,86.0251,33.4335,32.0916,20.5,1.20005,0.48268,-2.33389
5.2,87.4175,34.0182,32.6674,20.7319,1.24251,0.488094,-2.43099
5.3,88.8577,34.6557,33.2442,20.9578,1.26653,0.491794,-2.52017
5.4,90.3027,35.2686,33.8377,21.1964,1.25025,0.496798,-2.61489
5.5,91.7159,35.8596,34.4192,21.437,1.20763,0.499288,-2.70058
5.6,93.1543,36.4429,35.0213,21.6901,1.17383,0.489107,-2.77367
5.7,94.5563,37.026,35.6095,21.9207,1.14331,0.485492,-2.85917
5.8,95.9345,37.6139,36.2195,22.101,1.13646,0.48018,-2.90993
5.9,97.3616,38.2327,36.8252,22.3036,1.09795,0.474319,-2.97505
6.0,98.8129,38.85,37.4437,22.5192,1.04852,0.463056,-3.04216
6.1,100.27,39.4853,38.0446,22.7406,0.98094,0.478269,-3.1128
6.2,101.783,40.1615,38.6627,22.9587,0.925807,0.512491,-3.18334
6.3,103.276,40.875,39.2372,23.1644,0.857877,0.557068,-3.26763
6.4,104.726,41.5441,39.8019,23.3798,0.799217,0.556314,-3.3388
6.5,106.189,42.22,40.3908,23.5785,0.763233,0.570641,-3.392
6.6,107.634,42.8692,40.9683,23.7965,0.708026,0.601909,-3.45278
6.7,109.11,43.5205,41.5705,24.0192,0.661913,0.67636,-3.47492
6.8,110.682,44.2021,42.212,24.2682,0.636234,0.776155,-3.48422
6.9,112.266,44.8665,42.9055,24.4939,0.594966,0.859408,-3.46868
7.0,113.849,45.5456,43.6053,24.6978,0.528776,0.936764,-3.44498
7.1,115.515,46.2671,44.3317,24.9159,0.432271,1.05704,-3.38572
7.2,117.112,46.9464,45.0242,25.1417,0.389669,1.13871,-3.31015
7.3,118.671,47.6405,45.6867,25.344,0.356309,1.21727,-3.24702
7.4,120.179,48.3235,46.2898,25.5654,0.26735,1.27132,-3.15483
7.5,121.6,48.9674,46.8814,25.7515,0.148415,1.32973,-3.06041
7.6,123.017,49.6199,47.4343,25.9633,0.0419654,1.39762,-2.97356
7.7,124.371,50.2619,47.9323,26.1771,-0.00480389,1.4918,-2.83913
7.8,125.561,50.8785,48.3759,26.3061,-0.0019306,1.60601,-2.71923
7.9,126.982,51.594,48.9374,26.4511,0.00183929,1.69558,-2.63051
8.0,128.569,52.3962,49.5368,26.636,0.0394905,1.77638,-2.56373
8.1,130.017,53.1689,50.077,26.771,0.129432,1.8294,-2.45771
8.2,131.512,53.9642,50.6089,26.9388,0.179531,1.88703,-2.44685
8.3,132.978,54.8118,51.0743,27.092,0.199654,1.93176,-2.45468
8.4,134.435,55.5968,51.5519,27.2862,0.230827,2.03733,-2.45932
8.5,135.865,56.3553,52.0172,27.4922,0.204357,2.07198,-2.5212
8.6,137.363,57.1152,52.5323,27.7155,0.180492,2.01999,-2.59585
8.7,138.832,57.8396,53.0956,27.897,0.158872,1.98578,-2.72869
8.8,140.328,58.4942,53.6227,28.2111,0.182828,2.02559,-2.7805
8.9,141.656,59.1293,54.042,28.4852,0.328981,2.0145,-2.84133
9.0,142.936,59.8341,54.4242,28.6777,0.527398,2.00806,-2.90808
9.1,144.361,60.5894,54.9556,28.8162,0.682156,2.0292,-2.99019
9.2,145.789,61.2371,55.5339,29.0184,0.873528,2.14525,-2.97634
9.3,146.973,61.7835,56.0708,29.1185,0.938957,2.23315,-2.80927
9.4,148.367,62.4407,56.6069,29.3196,1.11891,2.28353,-2.6823
9.5,149.498,63.0868,56.9995,29.4113,1.37824,2.362,-2.45364
9.6,150.851,63.9521,57.4334,29.4652,1.65755,2.43881,-2.40108
9.7,152.026,64.6251,57.8453,29.5555,1.95342,2.54263,-2.34995
9.8,152.639,65.1394,57.9918,29.5074,2.36055,2.75584,-2.19098
9.9,153.883,66.143,58.3682,29.3714,2.75278,3.06728,-2.03639
10.0,155.348,66.5768,59.3702,29.4006,3.01232,3.12327,-2.35446
