Time (ns),trace,xx,yy,zz,yx,zx,zy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.06017,0.692583,0.689518,0.678072,-0.00226432,0.00406371,0.00256024
0.2,4.0583,1.37203,1.35727,1.329,-0.00125812,0.0056037,0.00321636
0.3,6.03679,2.04413,2.01237,1.98029,0.0058162,0.00803058,-0.00136232
0.4,7.98657,2.7119,2.65816,2.61651,0.00595235,0.0050584,-0.000375197
0.5,9.93387,3.38035,3.30783,3.24569,0.0108524,0.00843534,0.00522559
0.6,11.8379,4.0494,3.94372,3.84479,0.028982,0.0104116,0.00799395
0.7,13.723,4.70212,4.5762,4.4447,0.0391734,0.00826971,0.0032049
0.8,15.5984,5.35269,5.20863,5.03708,0.0582666,0.00793928,-0.000862627
0.9,17.4724,6.01213,5.83671,5.62361,0.0767582,-0.00727766,0.000977975
1.0,19.3513,6.68121,6.46009,6.21001,0.101866,-0.00921516,0.00623667
1.1,21.2333,7.35642,7.08992,6.78693,0.121039,-0.0177999,0.000667796
1.2,23.0922,8.02713,7.71748,7.34761,0.145601,-0.0216284,0.00766643
1.3,24.9238,8.69855,8.34595,7.87935,0.161357,-0.01224,0.0224256
1.4,26.7479,9.3615,8.98172,8.40463,0.18204,0.00263486,0.0345977
1.5,28.557,10.0201,9.61899,8.91791,0.204639,0.0148843,0.0522694
1.6,30.3399,10.6821,10.2424,9.41544,0.230165,0.0296222,0.0534412
1.7,32.0844,11.3411,10.847,9.89627,0.244245,0.0521568,0.0416099
1.8,33.8043,12.0025,11.4575,10.3443,0.261419,0.0648495,0.0289577
1.9,35.4952,12.6562,12.076,10.763,0.277878,0.0705954,0.0287307
2.0,37.1906,13.3099,12.7089,11.1718,0.296426,0.0812866,0.0296985
2.1,38.8713,13.9559,13.3364,11.579,0.317926,0.0822787,0.0164991
2.2,40.531,14.5881,13.9637,11.9792,0.344997,0.0947155,0.00380761
2.3,42.1894,15.2313,14.6018,12.3564,0.368062,0.105979,-0.00318173
2.4,43.7749,15.8489,15.2192,12.7068,0.384059,0.110516,0.000189277
2.5,45.35,16.4626,15.8477,13.0398,0.395713,0.098247,-0.000848011
2.6,46.92,17.0976,16.4703,13.3521,0.407709,0.0910306,-0.00115365
2.7,48.4559,17.7179,17.0889,13.649,0.424541,0.082651,0.00502796
2.8,50.0071,18.3434,17.7222,13.9414,0.4353,0.0803699,0.00898256
2.9,51.5897,18.9864,18.359,14.2443,0.444632,0.0981112,0.00985054
3.0,53.1823,19.6376,19.0,14.5447,0.452588,0.0979736,0.00522196
3.1,54.7819,20.3033,19.6256,14.853,0.464909,0.101336,-0.00821131
3.2,56.3757,20.9653,20.2492,15.1612,0.477384,0.103909,-0.0350692
3.3,57.9843,21.6273,20.8839,15.4732,0.505518,0.115056,-0.0577296
3.4,59.5922,22.2956,21.5015,15.7951,0.539508,0.131751,-0.0916982
3.5,61.1847,22.9634,22.0997,16.1216,0.569475,0.148538,-0.143501
3.6,62.793,23.6491,22.6847,16.4592,0.606621,0.173333,-0.202409
3.7,64.3581,24.3287,23.2551,16.7742,0.653294,0.20477,-0.266885
3.8,65.9002,25.0196,23.7948,17.0858,0.695542,0.259314,-0.32535
3.9,67.42,25.7023,24.3305,17.3872,0.72055,0.331131,-0.38271
4.0,68.9405,26.4092,24.8402,17.6911,0.747733,0.407905,-0.448653
4.1,70.4628,27.133,25.3566,17.9732,0.744335,0.48242,-0.519465
4.2,71.9795,27.8627,25.8683,18.2485,0.726295,0.562929,-0.592751
4.3,73.5133,28.6028,26.3947,18.5157,0.69562,0.641816,-0.660281
4.4,75.0466,29.3202,26.9307,18.7957,0.65324,0.73514,-0.728637
4.5,76.5927,30.0636,27.4787,19.0505,0.593128,0.845537,-0.775077
4.6,78.1003,30.7653,28.0177,19.3172,0.551939,0.972807,-0.801083
4.7,79.6166,31.4469,28.5816,19.5881,0.515117,1.11951,-0.829494
4.8,81.1603,32.1341,29.1468,19.8794,0.466922,1.27221,-0.847348
4.9,82.6824,32.8181,29.6959,20.1684,0.433741,1.4195,-0.87409
5.0,84.1927,33.485,30.2702,20.4375,0.403565,1.56146,-0.8872
5.1,85.6778,34.1544,30.8268,20.6966,0.33862,1.69867,-0.911637
5.2,87.1945,34.8429,31.4094,20.9422,0.267116,1.8543,-0.931123
5.3,88.6985,35.5491,31.9837,21.1658,0.214484,2.02448,-0.956535
5.4,90.1617,36.2504,32.5502,21.3611,0.172327,2.18351,-0.968658
5.5,91.5997,36.9561,33.1209,21.5227,0.148652,2.33574,-0.975685
5.6,93.0501,37.6881,33.6773,21.6847,0.152609,2.4962,-0.994086
5.7,94.5196,38.4362,34.2332,21.8502,0.168987,2.66122,-1.02274
5.8,95.9927,39.1771,34.7894,22.0262,0.222047,2.81946,-1.0304
5.9,97.4703,39.9186,35.3555,22.1961,0.282944,2.98636,-1.04333
6.0,98.9617,40.6663,35.9211,22.3744,0.363617,3.1561,-1.07773
6.1,100.448,41.3746,36.5266,22.5466,0.439439,3.32248,-1.07939
6.2,101.942,42.0823,37.1493,22.7107,0.543276,3.4769,-1.11659
6.3,103.38,42.7719,37.7794,22.8282,0.636166,3.63355,-1.1509
6.4,104.728,43.4185,38.3461,22.9635,0.74992,3.77766,-1.16865
6.5,106.091,44.0862,38.8816,23.1227,0.897529,3.91951,-1.15771
