Atom id,Diffusion Coefficient (cm²/s)
1,4.02392
2,4.41213
3,0.968717
4,2.47955
5,2.42215
6,1.86648
7,2.03917
8,5.7629
9,2.9607
10,0.142841
11,3.66224
12,7.59935
13,0.479762
14,1.77182
15,2.24293
16,1.21123
17,2.74494
18,3.57232
19,5.29397
20,2.81497
21,0.764269
22,1.8419
23,1.32683
24,0.38673
25,2.47265
26,1.12838
27,4.95889
28,6.21258
29,3.19917
30,0.318716
31,2.51892
32,6.36657
33,2.43263
34,3.53537
35,0.735136
36,1.42971
37,6.04828
38,8.82132
39,3.12474
40,2.99295
41,1.3846
42,3.19277
43,0.782353
44,2.3226
45,0.706512
46,9.462
47,2.20641
48,1.82996
49,1.50597
50,3.00082
51,0.24054
52,7.3749
53,0.395096
54,6.7701
55,3.16256
56,0.599221
57,2.4681
58,0.173168
59,2.40147
60,4.71481
61,4.84185
62,2.25131
63,0.000519363
64,1.63603
65,4.10442
66,2.53649
67,4.09568
68,1.84493
69,4.94539
70,0.338349
71,2.25764
72,4.53631
73,7.76729
74,1.76074
75,2.11975
76,7.35167
77,10.1954
78,3.46136
79,5.48818
80,0.698693
81,6.62186
82,2.20885
83,3.50332
84,7.08634
85,1.17941
86,6.86657
87,4.35657
88,3.44314
89,4.42584
90,3.15539
91,2.71341
92,0.293363
93,1.94468
94,1.42728
95,9.43243
96,1.94002
97,2.53099
98,8.20488
99,2.08834
100,2.51598
101,5.01275
102,7.04518
103,1.28012
104,1.46829
105,4.06109
106,0.507755
107,0.99299
108,0.283395
109,2.79279
110,2.86451
111,1.68426
112,4.1803
113,4.74522
114,0.113344
115,1.63655
116,4.71038
117,2.58071
118,5.62603
119,1.70054
120,3.46246
121,1.5243
122,0.989431
123,2.53581
124,7.55269
125,0.693453
126,8.06448
127,4.68543
128,0.933385
129,3.82207
130,8.72278
131,1.93521
132,0.319303
133,5.41715
134,0.524984
135,5.45454
136,0.658913
137,0.586392
138,2.16464
139,0.955354
140,5.51462
141,1.91223
142,0.764446
143,2.66459
144,7.16044
145,0.956304
146,4.6471
147,0.733707
148,2.64252
149,3.77824
150,4.60376
151,0.751435
152,3.9301
153,0.772886
154,1.44263
155,3.26673
156,2.409
157,4.21764
158,2.69051
159,0.706619
160,1.36804
161,7.51429
162,3.64422
163,0.673336
164,4.58683
165,2.35994
166,3.32288
167,3.12363
168,2.72206
169,0.62323
170,3.47375
171,3.57535
172,10.0183
173,1.34022
174,2.29486
175,5.39217
176,1.69495
177,1.39382
178,1.26364
179,0.87734
180,6.74576
181,1.79627
182,3.52434
183,4.55757
184,3.0244
185,3.55119
186,5.30655
187,14.1926
188,1.28341
189,2.05231
190,3.37847
191,1.08692
192,6.99781
193,2.05914
194,7.13765
195,2.32482
196,0.856014
197,3.73762
198,6.57599
199,5.4165
200,0.473841
201,0.656172
202,0.118902
203,2.36242
204,1.71417
205,5.46512
206,0.754458
207,3.35974
208,0.741534
209,0.491959
210,1.79278
211,3.16468
212,1.67914
213,4.66425
214,2.38287
215,3.35514
216,1.99281e-05
217,6.03786
218,0.751564
219,1.06708
220,2.1635
221,0.404675
222,2.44108
223,7.75631
224,1.7381
225,12.401
226,3.04865
227,4.16031
228,1.18245
229,6.63447
230,1.03434
231,0.949713
232,1.52012
233,0.926381
234,2.11636
235,1.23805
236,0.538397
237,6.50785
238,5.01359
239,0.709326
240,1.13626
241,4.26741
242,0.982928
243,5.07464
244,2.20003
245,4.7471
246,1.00399
247,3.1149
248,2.35211
249,2.75169
250,1.11228
251,1.53956
252,1.56337
253,5.00396
254,2.2045
255,1.63872
256,6.76538
257,1.24839
258,3.04685
259,3.69802
260,0.769288
261,1.63253
262,2.46236
263,3.48969
264,2.14989
265,0.391411
266,1.16801
267,0.675441
268,11.5035
269,1.79111
270,0.953233
271,0.349152
272,5.09276
273,0.837356
274,5.2718
275,0.837193
276,4.42701
277,1.7521
278,0.376929
279,4.68045
280,3.44513
281,2.01805
282,6.17635
283,2.05819
284,1.54948
285,6.69173
286,1.23308
287,4.85963
288,1.77546
289,3.27583
290,0.528301
291,2.77895
292,2.77892
293,2.13774
294,1.14934
