Atom id,Diffusion Coefficient (cm²/s)
1,1.00571
2,1.70141
3,4.52257
4,0.502462
5,3.0993
6,1.88636
7,1.61564
8,0.926445
9,2.68157
10,0.221008
11,2.60876
12,1.78198
13,3.99189
14,7.50537
15,2.13733
16,0.513432
17,2.0836
18,4.08646
19,1.92622
20,2.16057
21,0.627133
22,1.15194
23,1.23164
24,6.6846
25,1.16943
26,3.13697
27,1.49058
28,1.90306
29,0.850814
30,2.87702
31,2.97719
32,4.36822
33,1.93146
34,3.58505
35,1.96497
36,0.889561
37,0.0011261
38,2.82461
39,4.95523
40,2.44207
41,6.36628
42,2.25067
43,1.74572
44,0.279874
45,3.24319
46,1.16549
47,7.93398
48,2.2444
49,1.10406
50,2.10239
51,2.17643
52,1.18367
53,5.80251
54,2.40578
55,0.668213
56,3.96725
57,3.1244
58,3.34593
59,2.86971
60,8.01025
61,4.50683
62,0.710852
63,4.64369
64,0.408544
65,2.29945
66,6.53013
67,3.79069
68,0.575409
69,4.1038
70,0.973683
71,0.965056
72,4.0118
73,0.001176
74,1.13933
75,2.70051
76,2.86026
77,0.324827
78,1.06494
79,1.72946
80,1.79329
81,1.25966
82,1.3345
83,1.56988
84,3.49881
85,4.20781
86,1.35051
87,1.00513
88,0.331027
89,1.62077
90,1.13025
91,0.471706
92,1.19691
93,3.35059
94,1.22517
95,1.50359
96,2.93932
97,1.49479
98,5.48664
99,0.800607
100,5.5095
101,0.715549
102,3.35083
103,2.84052
104,1.66541
105,2.04367
106,0.778546
107,0.287463
108,1.76943
109,4.06751
110,2.36682
111,3.77926
112,1.93748
113,1.4234
114,1.60361
115,1.27827
116,0.786996
117,0.939404
118,5.65362
119,3.05531
120,2.04622
121,10.5922
122,0.465613
123,0.835645
124,1.72289
125,2.85755
126,2.91005
127,2.91218
128,3.94826
129,1.53748
130,0.386994
131,2.38527
132,2.94343
133,2.2398
134,1.59764
135,0.40772
136,4.62144
137,0.355426
138,2.49138
139,2.40733
140,3.69057
141,1.39545
142,0.81478
143,1.65272
144,5.1773
145,1.28445
146,4.36777
147,1.28266
148,1.85923
149,13.6616
150,1.2201
151,2.2862
152,2.73151
153,0.867258
154,3.24743
155,1.36271
156,0.642197
157,7.86261
158,0.669583
159,3.34519
160,2.05925
161,3.94931
162,1.49615
163,1.50113
164,1.27136
165,0.893919
166,4.89556
167,0.868348
168,2.18628
169,1.62169
170,1.19922
171,6.05636
172,0.201691
173,5.86031
174,1.78264
175,1.01421
176,1.04764
177,7.14386
178,2.68195
179,2.55281
180,7.37876
181,3.49817
182,0.576291
183,7.3638
184,2.10045
185,0.54842
186,4.9858
187,0.225732
188,1.65616
189,3.08686
190,2.86812
191,1.65417
192,5.24829
193,1.034
194,1.08102
195,5.6342
196,4.07392
197,4.73212
198,1.29505
199,1.77298
200,1.26164
201,1.04054
202,3.37844
203,1.01749
204,0.565044
205,2.01262
206,0.514988
207,2.04124
208,1.17615
209,2.21457
210,6.1412
211,1.51029
212,0.0
213,1.40427
214,0.556717
215,3.93681
216,2.04827e-05
217,1.4686
218,2.78843
219,1.80386
220,1.34771
221,2.58532
222,2.04701
223,0.713105
224,3.9754
225,2.80553
226,0.733795
227,6.46439
228,3.09342
229,0.894511
230,2.22917
231,1.32515
232,0.885494
233,1.73807
234,1.66681
235,6.06058
236,2.97213
237,1.36599
238,1.27425
239,14.0
240,0.755214
241,1.3732
242,2.03172
243,1.64835
244,2.4667
245,5.02889
246,9.01552
247,1.54123
248,0.626328
249,3.57951
250,8.27909
251,1.07313
252,2.89519
253,0.343267
254,1.26922
255,0.808934
256,2.28883
257,1.53244
258,1.2918
259,5.04781
260,2.30496
261,1.92017
262,1.81528
263,1.77541
264,0.962974
265,1.65757
266,1.3822
267,18.9267
268,0.760427
269,0.551403
270,5.3471
271,1.78493
272,0.124803
273,0.862839
274,1.25019
275,2.04593
276,0.55999
277,0.00115999
278,0.81055
279,3.7608
280,1.65146
281,1.92923
282,2.08865
283,17.5837
284,1.27602
285,4.93328
286,3.91609
287,7.99321
288,1.53812
289,1.54269
290,0.236336
291,0.434657
292,2.27623
293,4.93071
294,2.87217
