Atom id,Diffusion Coefficient (cm²/s)
1,0.0188438
2,1.23958
3,6.60591
4,4.25825
5,1.48936
6,5.39357
7,1.21474
8,2.84052
9,1.09657
10,4.3018
11,3.39046
12,0.661753
13,5.91314
14,3.39143
15,3.99452
16,0.788545
17,1.99176
18,2.15731
19,1.33677
20,1.74854
21,0.250111
22,1.3268
23,1.02832
24,2.71515
25,1.43896
26,6.48272
27,2.08968
28,2.49878
29,0.597533
30,0.600457
31,0.295721
32,1.04983
33,0.575353
34,2.43553
35,2.83485
36,7.97238
37,1.38031
38,2.6671
39,6.08903
40,5.74393
41,0.660568
42,2.46309
43,1.609
44,3.695
45,2.19428
46,1.62032
47,1.34552
48,0.846998
49,2.66846
50,2.17178
51,3.00408
52,0.325734
53,1.68437
54,10.1246
55,5.62098
56,6.38016
57,5.95779
58,4.61076
59,4.34649
60,2.17726
61,3.89147
62,1.63153
63,2.17734
64,5.16523
65,2.04724
66,3.11762
67,1.5396
68,0.625353
69,6.59745
70,0.374275
71,0.226201
72,1.52418
73,3.41869
74,4.09783
75,7.04773
76,2.10828
77,1.79956
78,1.20558
79,0.898302
80,3.28621
81,3.51006
82,1.86902
83,2.66838
84,1.32551
85,1.23644
86,4.09155
87,1.53903
88,0.551232
89,0.677462
90,1.04091
91,4.04063
92,2.64716
93,0.948668
94,2.26203
95,3.29417
96,0.922797
97,2.5419
98,1.17766
99,3.83762
100,0.908475
101,5.50729
102,0.99358
103,7.20835
104,14.1271
105,1.68715
106,4.11561
107,1.06981
108,0.00430452
109,0.67923
110,5.03611
111,4.84646
112,6.00897
113,1.62294
114,5.6429
115,2.53786
116,1.07807
117,2.55315
118,0.788548
119,2.88118
120,0.159856
121,0.326754
122,5.28351
123,1.3922
124,0.732147
125,1.90015
126,1.04066
127,5.28921
128,3.19008
129,0.224152
130,5.70524
131,4.98799
132,8.71368
133,1.65191
134,3.06561
135,2.44815
136,1.20694
137,0.518114
138,10.7854
139,0.607321
140,5.33274
141,0.0521682
142,1.92956
143,6.68002
144,2.13529
145,1.84609
146,2.21518
147,3.35765
148,0.932939
149,3.51367
150,0.890813
151,0.859721
152,3.54969
153,3.13363
154,5.78068
155,1.75385
156,7.37973
157,8.80386
158,2.99195
159,0.598984
160,2.25858
161,3.35247
162,0.163318
163,1.85149
164,0.434475
165,0.951577
166,3.30414
167,4.51664
168,0.845806
169,4.49617
170,0.876514
171,2.46423
172,0.222233
173,1.71469
174,0.557463
175,0.775453
176,4.81346
177,4.92511
178,0.42716
179,0.239164
180,4.69201
181,4.41021
182,1.36382
183,0.588073
184,1.57374
185,13.4154
186,0.568767
187,1.75625
188,3.91962
189,1.09976
190,1.86891
191,1.10905
192,5.00694
193,2.57969
194,0.606743
195,0.960452
196,4.45593
197,1.39028
198,6.10719
199,4.10507
200,0.572632
201,1.54438
202,0.769169
203,0.671976
204,3.72461
205,6.63332
206,4.22162
207,1.45143
208,2.9536
209,1.55827
210,5.69362
211,0.628073
212,0.732261
213,7.50633
214,13.7536
215,1.5234
216,2.09752
217,3.22148
218,1.17368
219,2.12153
220,2.84281
221,0.986223
222,4.99271
223,1.43637
224,1.28561
225,5.90073
226,2.27181
227,3.16622
228,1.35448
229,1.50043
230,0.988286
231,3.35766
232,8.61727
233,3.82835
234,2.67557
235,1.42928
236,7.74373
237,0.122814
238,2.38371
239,1.07147
240,0.649513
241,1.37711
242,1.36492
243,1.11186
244,4.16749
245,5.32193
246,5.21941
247,0.987706
248,1.20819
249,0.88847
250,2.51594
251,1.38638
252,3.54307
253,4.12859
254,0.514911
255,0.558567
256,1.03909
257,1.7061
258,1.33245
259,2.65857
260,1.73074
261,1.21251
262,0.715167
263,6.48249
264,5.52188
265,2.23909
266,4.87664
267,1.77545
268,9.30882
269,4.60827
270,1.75073
271,9.34105
272,5.19358
273,1.22315
274,1.98412
275,5.10986
276,3.14443
277,2.48975
278,1.75925
279,6.75074
280,1.6415
281,5.59786
282,3.1037
283,1.87369
284,5.75314
285,0.715614
