Atom id,Diffusion Coefficient (cm²/s)
1,1.30065
2,1.48256
3,5.85892
4,4.13755
5,7.79769
6,0.266395
7,9.54553
8,3.8911
9,1.22161
10,1.34146
11,4.07079
12,1.94519
13,1.746
14,1.58593
15,3.05225
16,3.49249
17,5.06316
18,3.2083
19,1.4351
20,0.85439
21,3.73886
22,2.88991
23,2.58883
24,1.20643
25,2.42115
26,1.90831
27,1.17078
28,2.61234
29,2.31289
30,2.26588
31,0.420855
32,0.220567
33,1.16526
34,2.82418
35,1.82335
36,4.01376
37,2.22639
38,0.552139
39,6.41965
40,0.645871
41,4.8629
42,6.6768
43,7.36676
44,1.78566
45,3.14645
46,0.844814
47,3.34689
48,5.12121
49,0.562175
50,1.44421
51,1.14258
52,1.10795
53,3.1501
54,2.32652
55,0.872438
56,4.47048
57,1.11006
58,2.70085
59,3.85411
60,0.568746
61,2.39258
62,8.15598
63,0.412531
64,3.02506
65,4.53019
66,3.61062
67,11.2877
68,1.78987
69,4.97534
70,0.824616
71,3.84506
72,5.58792
73,1.2689
74,0.427697
75,4.21352
76,3.93012
77,7.22546
78,3.66792
79,3.43167
80,2.40197
81,1.22982
82,0.936092
83,2.17915
84,0.834157
85,3.90672
86,3.48807
87,2.95663
88,1.80906
89,3.84212
90,0.348727
91,0.991155
92,4.97916
93,1.57576
94,2.72505
95,5.02979
96,13.5173
97,2.50796
98,2.21236
99,0.778101
100,1.23937
101,1.94352
102,4.54913
103,1.58699
104,0.27837
105,11.9606
106,3.95507
107,6.52448
108,3.63465
109,0.385069
110,4.13001
111,1.84232
112,4.07292
113,2.98931
114,9.02609
115,3.18272
116,3.55451
117,8.22486
118,2.44081
119,3.19701
120,2.03788
121,4.62877
122,2.7974
123,3.80573
124,2.40596
125,3.17368
126,14.7992
127,5.66116
128,1.53895
129,5.94734
130,3.2794
131,0.391605
132,7.92032
133,5.05797
134,2.00028
135,0.599035
136,0.757353
137,1.18765
138,1.33426
139,2.3439
140,5.20913
141,0.927448
142,4.5443
143,0.979888
144,1.01617
145,0.898055
146,3.91698
147,0.886924
148,5.54073
149,3.13378
150,1.0966
151,0.791768
152,0.520194
153,1.18718
154,0.0107281
155,3.29813
156,0.516951
157,2.06574
158,3.07264
159,2.5319
160,2.10067
161,6.55426
162,1.72995
163,0.782323
164,4.81299
165,0.714887
166,5.18312
167,2.75857
168,2.93834
169,3.80165
170,0.138207
171,11.4496
172,1.35691
173,3.17394
174,0.978113
175,1.36952
176,2.70599
177,1.2782
178,4.10342
179,1.49013
180,4.69057
181,4.26474
182,1.53144
183,0.839908
184,1.47856
185,3.0643
186,2.22504
187,1.84643
188,2.67026
189,2.8639
190,5.58936
191,8.00652
192,2.14981
193,2.46931
194,4.39815
195,9.04477
196,8.42882
197,5.4587
198,0.935306
199,4.3822
200,0.613179
201,5.5589
202,6.92265
203,0.411403
204,1.95702
205,2.33126
206,0.287212
207,0.606124
208,0.875156
209,2.17821
210,3.29208
211,3.57058
212,1.63611
213,0.697137
214,4.54708
215,0.840036
216,1.23196
217,7.87281
218,3.99949
219,1.13922
220,6.79754
221,0.645143
222,1.33523
223,6.84227
224,0.93852
225,1.31174
226,5.85033
227,3.27572
228,0.601911
229,2.40156
230,1.07995
231,1.91958
232,1.59459
233,0.958119
234,2.12216
235,0.000571938
236,4.61797
237,1.15645
238,3.70681
239,2.04439
240,3.39761
241,0.35103
242,1.54339
243,1.69956
244,0.551923
245,4.72819
246,1.12978
247,0.828384
248,4.09696
249,1.00767
250,9.00664
251,8.55209
252,4.88104
253,0.44456
254,1.14712
255,2.01794
256,4.85089
257,4.39248
258,1.38219
259,1.59092
260,0.00468085
261,0.0120894
262,0.31835
263,4.47839
264,0.514696
265,0.985909
266,4.07413
267,1.37363
268,2.75777
269,0.679803
270,4.729
271,2.90971
272,1.03891
273,5.34384
274,1.5871
275,4.60013
276,4.24947
277,1.48353
278,1.20003
279,0.104144
280,2.18592
281,0.168708
282,2.9417
283,2.06208
284,4.21427
285,1.62531
