Time (ns),trace,xx,yy,zz,yx,zx,zy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.10252,0.71572,0.711371,0.675425,0.00420456,0.0021012,-0.00515709
0.2,4.13119,1.41571,1.41728,1.2982,0.0149334,-0.00114901,-0.00605345
0.3,6.14183,2.10535,2.1357,1.90079,0.0299794,-0.00143409,-0.0204907
0.4,8.1216,2.78495,2.84837,2.48828,0.0427156,0.00616851,-0.0346833
0.5,10.0766,3.46004,3.54934,3.06727,0.0427553,0.0186855,-0.0398816
0.6,12.0152,4.13116,4.25462,3.6294,0.0331335,0.0327668,-0.0500686
0.7,13.938,4.81113,4.96385,4.16306,0.0323908,0.0496593,-0.0584908
0.8,15.8469,5.48717,5.67647,4.68326,0.0309405,0.06742,-0.0661679
0.9,17.7312,6.1601,6.37981,5.19128,0.0367831,0.0740317,-0.0813279
1.0,19.6379,6.85096,7.08081,5.70617,0.0442657,0.0695223,-0.0966714
1.1,21.5503,7.54108,7.79181,6.21745,0.0430322,0.0655687,-0.101963
1.2,23.4392,8.2273,8.50281,6.70908,0.0359628,0.062241,-0.0969347
1.3,25.3189,8.9077,9.2087,7.2025,0.0231669,0.0507845,-0.0940151
1.4,27.1977,9.6147,9.91064,7.67241,0.00974215,0.0423215,-0.0812177
1.5,29.0769,10.3115,10.6348,8.13067,-0.000148727,0.0427251,-0.0654638
1.6,30.9369,11.006,11.3699,8.56097,-0.0152933,0.0463289,-0.050329
1.7,32.8184,11.73,12.1,8.98838,-0.0219391,0.0541819,-0.0437793
1.8,34.6922,12.454,12.828,9.41021,-0.0297125,0.0653477,-0.0565077
1.9,36.5601,13.1775,13.5527,9.82986,-0.0395331,0.0801891,-0.0699248
2.0,38.407,13.8854,14.2709,10.2508,-0.0633025,0.0994187,-0.0855292
2.1,40.2282,14.5941,14.9797,10.6544,-0.0814067,0.114768,-0.0960131
2.2,42.0693,15.3142,15.6894,11.0658,-0.113149,0.135187,-0.0992606
2.3,43.8918,16.0299,16.3933,11.4686,-0.151992,0.15968,-0.113841
2.4,45.7133,16.7557,17.0883,11.8693,-0.19133,0.190378,-0.137588
2.5,47.5419,17.4765,17.7853,12.2801,-0.227218,0.219411,-0.153022
2.6,49.3378,18.1931,18.4763,12.6684,-0.2696,0.250602,-0.16301
2.7,51.1561,18.9012,19.2079,13.047,-0.327494,0.283526,-0.164024
2.8,52.9594,19.5999,19.9407,13.4188,-0.38658,0.31867,-0.168704
2.9,54.7541,20.2883,20.6841,13.7817,-0.457273,0.338684,-0.180727
3.0,56.5758,21.0004,21.4442,14.1312,-0.526749,0.341669,-0.182044
3.1,58.4069,21.7252,22.2083,14.4733,-0.598526,0.354678,-0.189132
3.2,60.2276,22.4537,22.9588,14.8151,-0.672851,0.351739,-0.192287
3.3,62.0592,23.1789,23.7095,15.1708,-0.738879,0.340688,-0.178078
3.4,63.908,23.9213,24.4657,15.5211,-0.811248,0.316392,-0.162093
3.5,65.7703,24.6724,25.2409,15.8569,-0.90966,0.282043,-0.16224
3.6,67.6323,25.4233,26.0333,16.1756,-1.0168,0.245461,-0.164241
3.7,69.4836,26.1757,26.8318,16.4762,-1.1189,0.207595,-0.164287
3.8,71.3382,26.9183,27.627,16.7928,-1.22468,0.188646,-0.153699
3.9,73.2007,27.6687,28.4202,17.1118,-1.31524,0.147836,-0.142411
4.0,75.0438,28.4124,29.2081,17.4233,-1.40696,0.114359,-0.134856
4.1,76.8527,29.1381,29.9914,17.7231,-1.50922,0.0704955,-0.122058
4.2,78.6918,29.8669,30.8072,18.0178,-1.60553,0.0331947,-0.100526
4.3,80.5118,30.5828,31.6246,18.3044,-1.69365,-0.00620172,-0.0739877
4.4,82.397,31.3142,32.4718,18.6111,-1.76653,-0.0567662,-0.0512443
4.5,84.2848,32.0627,33.3205,18.9017,-1.82969,-0.112127,-0.0478129
4.6,86.1759,32.7967,34.1828,19.1964,-1.8941,-0.165217,-0.0605708
4.7,88.1032,33.5661,35.0569,19.4802,-1.9806,-0.220625,-0.0595744
4.8,90.0435,34.3327,35.9382,19.7727,-2.09258,-0.276024,-0.0591788
4.9,91.9781,35.1115,36.7879,20.0787,-2.22022,-0.327623,-0.0499837
5.0,93.8619,35.8481,37.6355,20.3784,-2.34008,-0.380473,-0.0556322
5.1,95.7245,36.5795,38.4795,20.6656,-2.45989,-0.435448,-0.0559575
5.2,97.6098,37.3527,39.3344,20.9227,-2.56304,-0.485111,-0.043422
5.3,99.4883,38.118,40.1735,21.1968,-2.64395,-0.511706,-0.033882
5.4,101.39,38.8771,41.0511,21.4621,-2.73658,-0.548929,-0.0499938
5.5,103.243,39.603,41.9216,21.7179,-2.83282,-0.566702,-0.0627962
5.6,105.113,40.3396,42.8171,21.9563,-2.93904,-0.596986,-0.0797752
5.7,106.986,41.0939,43.6947,22.1978,-3.05211,-0.64285,-0.0788095
5.8,108.926,41.8506,44.6087,22.4665,-3.14901,-0.697379,-0.064386
5.9,110.897,42.6111,45.5435,22.7429,-3.23798,-0.778237,-0.0494622
6.0,112.816,43.3464,46.4723,22.9974,-3.3503,-0.842937,-0.0313119
6.1,114.764,44.0981,47.3946,23.2716,-3.45386,-0.897973,-0.0130251
6.2,116.728,44.8173,48.3548,23.5558,-3.52234,-0.930387,0.00164788
6.3,118.742,45.5597,49.3114,23.8713,-3.62605,-0.944147,0.020861
6.4,120.776,46.3134,50.272,24.1908,-3.71395,-0.948252,0.0245988
6.5,122.787,47.057,51.2352,24.495,-3.80067,-0.937087,0.0295816
6.6,124.703,47.7415,52.1667,24.7947,-3.86284,-0.929989,0.0196282
6.7,126.527,48.408,53.0429,25.0758,-3.95466,-0.951872,0.0271832
6.8,128.335,49.0102,53.9442,25.3803,-4.06981,-0.957061,0.043371
6.9,130.17,49.6618,54.7962,25.7118,-4.18129,-0.940189,0.0274043
7.0,131.917,50.3289,55.5728,26.0152,-4.29252,-0.931835,-0.0231354
7.1,133.664,50.9973,56.3168,26.3498,-4.40079,-0.900307,-0.0588688
7.2,135.357,51.6727,56.9819,26.7027,-4.48634,-0.902159,-0.0770775
7.3,137.051,52.3459,57.6466,27.0583,-4.55402,-0.898853,-0.0759482
7.4,138.903,53.0965,58.3922,27.4141,-4.62303,-0.891053,-0.0923015
7.5,140.676,53.8566,59.086,27.7334,-4.70097,-0.896576,-0.0683293
7.6,142.439,54.5811,59.8164,28.0414,-4.73992,-0.872402,-0.0607574
7.7,144.274,55.3495,60.5117,28.4133,-4.80474,-0.847228,-0.102108
7.8,146.123,56.1264,61.2386,28.758,-4.91067,-0.819747,-0.172714
7.9,147.864,56.8726,61.8982,29.0932,-4.98507,-0.818845,-0.247055
8.0,149.655,57.6495,62.5785,29.4268,-5.05324,-0.838212,-0.330987
8.1,151.401,58.3907,63.253,29.7573,-5.10544,-0.837035,-0.448602
8.2,153.08,58.9862,64.0247,30.0694,-5.17192,-0.891311,-0.587542
8.3,154.945,59.6668,64.8533,30.4247,-5.18603,-0.97151,-0.705838
8.4,156.619,60.2761,65.6117,30.7312,-5.20279,-0.99486,-0.810212
8.5,158.29,60.848,66.4579,30.9838,-5.20653,-1.05501,-0.901821
8.6,159.933,61.3835,67.2688,31.2804,-5.15207,-1.07544,-0.909785
8.7,161.654,62.0301,68.1014,31.5228,-5.0734,-1.14212,-0.847148
8.8,163.216,62.5924,68.8995,31.7236,-4.93454,-1.19441,-0.802907
8.9,164.9,63.3694,69.7021,31.8289,-4.83534,-1.24421,-0.757477
9.0,166.555,64.1444,70.4015,32.0089,-4.78895,-1.29303,-0.701502
9.1,168.123,64.8086,71.1642,32.1497,-4.83965,-1.32798,-0.720909
9.2,169.946,65.5756,72.0505,32.3195,-5.05522,-1.46925,-0.67879
9.3,171.635,66.0754,73.1015,32.458,-5.17349,-1.60663,-0.685169
9.4,173.4,66.7927,74.0494,32.5581,-5.55919,-1.68159,-0.676288
9.5,174.873,67.4502,74.8985,32.5247,-5.69196,-1.80883,-0.697322
9.6,176.55,67.9076,76.1365,32.5059,-5.60083,-1.83004,-0.717695
9.7,177.826,68.1214,77.1257,32.5789,-5.68893,-1.8574,-0.738186
9.8,178.627,68.2591,77.6338,32.7343,-5.91601,-1.68542,-0.785006
9.9,179.735,69.228,77.7533,32.7537,-6.04933,-1.45542,-0.67599
10.0,181.408,70.4161,78.1984,32.7933,-6.94165,-1.34634,-0.419456
