Time (ns),trace,xx,yy,zz,yx,zx,zy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.08209,0.704942,0.70029,0.676857,-0.00315825,0.010257,-0.00862756
0.2,4.09867,1.411,1.37729,1.31038,-0.0107767,0.0169599,-0.021109
0.3,6.07867,2.11289,2.04354,1.92223,-0.0158107,0.01955,-0.0333911
0.4,8.02157,2.8128,2.69712,2.51165,-0.0153201,0.0144225,-0.0438093
0.5,9.9689,3.51936,3.34585,3.10369,-0.0152874,0.00561813,-0.0488353
0.6,11.8985,4.22096,3.98218,3.69537,-0.00589913,-0.0116893,-0.0606475
0.7,13.812,4.91708,4.62107,4.27384,0.00760256,-0.0175227,-0.0736608
0.8,15.7207,5.62517,5.25457,4.84097,0.0188957,-0.0387936,-0.0838639
0.9,17.6243,6.32893,5.88159,5.41373,0.0274138,-0.0549904,-0.0892358
1.0,19.5288,7.03296,6.52025,5.97564,0.0342268,-0.0593773,-0.095486
1.1,21.4475,7.74929,7.16387,6.53436,0.0445635,-0.0673159,-0.108506
1.2,23.3484,8.47382,7.78721,7.08738,0.0697932,-0.0800752,-0.133998
1.3,25.2205,9.18918,8.39942,7.63186,0.0982768,-0.098106,-0.156962
1.4,27.0975,9.91239,9.01964,8.1655,0.129444,-0.123126,-0.189627
1.5,28.9592,10.6419,9.64307,8.67415,0.160128,-0.139174,-0.228682
1.6,30.8227,11.3764,10.2726,9.17372,0.188524,-0.154642,-0.271814
1.7,32.6875,12.1022,10.9061,9.6792,0.208729,-0.168525,-0.300617
1.8,34.5192,12.8173,11.5355,10.1664,0.217123,-0.171045,-0.329223
1.9,36.3309,13.514,12.1668,10.6501,0.22839,-0.167626,-0.354507
2.0,38.1159,14.2035,12.8021,11.1103,0.231937,-0.17041,-0.382896
2.1,39.9151,14.8978,13.4487,11.5687,0.223378,-0.175539,-0.415108
2.2,41.7169,15.588,14.0918,12.037,0.213188,-0.183646,-0.444472
2.3,43.5182,16.2961,14.7304,12.4917,0.205251,-0.192662,-0.477676
2.4,45.3235,17.0141,15.3503,12.9591,0.213164,-0.214709,-0.525498
2.5,47.1281,17.7304,15.9777,13.4201,0.212457,-0.234333,-0.568756
2.6,48.8834,18.4267,16.5873,13.8694,0.211285,-0.264636,-0.626226
2.7,50.6341,19.1337,17.1889,14.3115,0.216872,-0.291532,-0.67984
2.8,52.3835,19.8478,17.7926,14.7431,0.219592,-0.311044,-0.725192
2.9,54.1376,20.5625,18.4041,15.171,0.218288,-0.325506,-0.765513
3.0,55.8793,21.2783,19.0211,15.5799,0.212286,-0.336556,-0.806618
3.1,57.6096,21.9711,19.6331,16.0054,0.201775,-0.343375,-0.848124
3.2,59.3547,22.6811,20.2406,16.433,0.183673,-0.356785,-0.884559
3.3,61.0307,23.3749,20.8214,16.8344,0.181112,-0.353985,-0.917095
3.4,62.6841,24.0558,21.3896,17.2387,0.177257,-0.346001,-0.94156
3.5,64.3402,24.7597,21.9396,17.6409,0.183544,-0.346638,-0.954393
3.6,65.9615,25.4579,22.496,18.0076,0.200479,-0.340162,-0.980768
3.7,67.6028,26.1633,23.0826,18.3569,0.199177,-0.327532,-1.00364
3.8,69.1942,26.8745,23.6446,18.6751,0.174546,-0.337531,-0.994496
3.9,70.8119,27.6095,24.2006,19.0018,0.160013,-0.341702,-0.9885
4.0,72.3809,28.3165,24.7564,19.308,0.135215,-0.347734,-0.977834
4.1,73.9308,29.0081,25.296,19.6267,0.0976205,-0.344054,-0.962333
4.2,75.4058,29.6737,25.8005,19.9316,0.0726926,-0.326137,-0.94443
4.3,76.8315,30.3251,26.3017,20.2046,0.0393949,-0.301558,-0.934154
4.4,78.2079,30.9729,26.7838,20.4512,0.00964786,-0.278961,-0.914963
4.5,79.5589,31.6266,27.2395,20.6929,-0.008427,-0.270926,-0.908451
4.6,80.926,32.2905,27.7173,20.9182,0.00142581,-0.275252,-0.894431
4.7,82.2912,32.9516,28.1911,21.1485,0.0184144,-0.268121,-0.884455
4.8,83.6996,33.6095,28.7159,21.3742,0.0149938,-0.278721,-0.873658
4.9,85.1315,34.2706,29.2512,21.6097,0.0192151,-0.299932,-0.877795
5.0,86.5715,34.9186,29.8016,21.8513,0.0233548,-0.321117,-0.881039
5.1,88.0093,35.5692,30.3523,22.0877,0.030007,-0.341119,-0.875025
5.2,89.4578,36.2231,30.931,22.3037,0.0127002,-0.362366,-0.877029
5.3,90.8823,36.8487,31.5053,22.5284,-0.0241816,-0.407845,-0.886665
5.4,92.2765,37.4465,32.104,22.7261,-0.0715256,-0.478151,-0.87172
5.5,93.6692,38.0249,32.713,22.9314,-0.13059,-0.547925,-0.845753
5.6,95.0126,38.5843,33.3006,23.1277,-0.181758,-0.616491,-0.798281
5.7,96.3699,39.1641,33.8913,23.3144,-0.232945,-0.688868,-0.750933
5.8,97.6737,39.7329,34.4942,23.4467,-0.309716,-0.756707,-0.667642
5.9,98.9735,40.2995,35.0764,23.5976,-0.365897,-0.811683,-0.6158
6.0,100.307,40.8965,35.6664,23.7442,-0.392549,-0.884627,-0.555824
6.1,101.562,41.4982,36.213,23.8508,-0.431539,-0.952069,-0.473714
6.2,102.811,42.0998,36.7637,23.9471,-0.476504,-1.0063,-0.384667
6.3,104.086,42.7269,37.3186,24.0407,-0.505645,-1.07135,-0.295977
6.4,105.274,43.3362,37.8122,24.1251,-0.55929,-1.12272,-0.200407
6.5,106.485,43.9915,38.304,24.1898,-0.626796,-1.17005,-0.0763371
6.6,107.775,44.6462,38.8546,24.2745,-0.689661,-1.23618,0.0301036
6.7,109.024,45.2655,39.382,24.3767,-0.770738,-1.28321,0.128932
6.8,110.369,45.9349,39.9561,24.4776,-0.872395,-1.31056,0.189839
6.9,111.817,46.6096,40.5951,24.6121,-0.966987,-1.37045,0.258851
7.0,113.208,47.2299,41.2197,24.7583,-1.07084,-1.42977,0.310052
7.1,114.636,47.858,41.8527,24.9253,-1.23805,-1.5316,0.366623
7.2,116.042,48.4918,42.4923,25.0584,-1.40494,-1.64402,0.412716
7.3,117.495,49.1038,43.139,25.2517,-1.56814,-1.76165,0.475221
7.4,118.887,49.7187,43.7676,25.4008,-1.72557,-1.87149,0.508479
7.5,120.26,50.3372,44.3461,25.5766,-1.90281,-2.00967,0.549552
7.6,121.622,50.9799,44.8961,25.7457,-2.05631,-2.13998,0.578128
7.7,122.846,51.582,45.386,25.8785,-2.20002,-2.31046,0.637284
7.8,124.132,52.204,45.9128,26.0153,-2.37348,-2.47714,0.677678
7.9,125.513,52.8449,46.4824,26.1859,-2.54129,-2.62077,0.712842
8.0,126.809,53.4746,47.0157,26.3191,-2.68686,-2.7926,0.746045
8.1,128.068,54.1327,47.5261,26.409,-2.87946,-2.97201,0.748671
8.2,129.223,54.712,47.9751,26.5354,-3.0724,-3.15732,0.748594
8.3,130.396,55.1887,48.5094,26.6983,-3.21408,-3.3683,0.764634
8.4,131.575,55.6611,49.0127,26.9011,-3.39388,-3.54791,0.737502
8.5,132.823,56.2899,49.4572,27.0758,-3.59115,-3.74408,0.682014
8.6,134.152,57.024,49.9704,27.1576,-3.73192,-3.97174,0.608561
8.7,135.461,57.7088,50.4474,27.3045,-3.86821,-4.14296,0.558495
8.8,136.899,58.4316,50.9993,27.468,-3.9734,-4.28337,0.501534
8.9,138.393,59.1191,51.5821,27.6917,-3.9871,-4.41542,0.412507
9.0,139.67,59.739,52.0703,27.8607,-4.07074,-4.53226,0.335664
