Time (ns),trace,xx,yy,zz,yx,zx,zy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.07942,0.702751,0.701485,0.675182,-0.00483013,-0.00590891,-0.00169864
0.2,4.09033,1.37866,1.38941,1.32226,-0.0154118,-0.0196538,-0.00406954
0.3,6.08503,2.05293,2.08252,1.94958,-0.0325192,-0.0339418,-0.00286008
0.4,8.04493,2.7307,2.7603,2.55393,-0.0480878,-0.0435871,-0.00134631
0.5,9.96448,3.40178,3.41746,3.14524,-0.0691765,-0.0406911,-0.00314132
0.6,11.8637,4.07335,4.07532,3.71507,-0.102435,-0.0306458,-7.17174e-05
0.7,13.7853,4.7494,4.75485,4.28103,-0.126795,-0.0111998,0.00079705
0.8,15.7081,5.43104,5.43197,4.84505,-0.144189,-0.00242961,-0.00277865
0.9,17.5923,6.11342,6.09536,5.38353,-0.172234,0.0041666,-0.00341735
1.0,19.4452,6.7931,6.75468,5.89741,-0.206991,0.0143534,0.000894462
1.1,21.3125,7.47794,7.43008,6.40444,-0.241899,0.0195655,0.00612346
1.2,23.1762,8.15894,8.11428,6.903,-0.269529,0.0106342,0.0025132
1.3,25.0551,8.84431,8.79325,7.41758,-0.304775,-0.00160053,0.00703339
1.4,26.9235,9.53076,9.45239,7.94033,-0.339655,-0.0194095,0.0249841
1.5,28.7878,10.2209,10.1102,8.45671,-0.374756,-0.0308652,0.0539594
1.6,30.6307,10.9074,10.7609,8.96233,-0.428082,-0.0379729,0.0887531
1.7,32.4383,11.5748,11.3958,9.46772,-0.481478,-0.0410887,0.121559
1.8,34.2081,12.2532,12.0058,9.94916,-0.534841,-0.0455308,0.159591
1.9,35.9709,12.9401,12.6209,10.4099,-0.598157,-0.0413758,0.193909
2.0,37.7376,13.6464,13.2327,10.8586,-0.655301,-0.0364351,0.229306
2.1,39.47,14.3446,13.8325,11.2929,-0.708602,-0.0215433,0.252723
2.2,41.1885,15.0524,14.4306,11.7055,-0.755366,0.00583848,0.269532
2.3,42.9146,15.758,15.0303,12.1264,-0.804242,0.0409012,0.294597
2.4,44.5919,16.4427,15.6188,12.5304,-0.844016,0.0874383,0.319031
2.5,46.2384,17.1182,16.2159,12.9044,-0.888373,0.12567,0.346302
2.6,47.8643,17.7958,16.8121,13.2564,-0.928744,0.164302,0.353134
2.7,49.48,18.477,17.4026,13.6005,-0.950842,0.200601,0.361748
2.8,51.1018,19.1585,18.0037,13.9397,-0.987016,0.233893,0.366524
2.9,52.7518,19.8742,18.6089,14.2688,-1.03323,0.263135,0.356318
3.0,54.4164,20.5882,19.2298,14.5984,-1.08831,0.291049,0.347749
3.1,56.0784,21.3016,19.8607,14.9162,-1.14959,0.321683,0.343325
3.2,57.7155,22.0135,20.4835,15.2185,-1.20318,0.359231,0.34715
3.3,59.3301,22.7077,21.1035,15.5189,-1.23673,0.394157,0.353359
3.4,60.9684,23.4351,21.7158,15.8175,-1.25638,0.420904,0.355562
3.5,62.6281,24.169,22.3289,16.1303,-1.28513,0.461504,0.362844
3.6,64.3116,24.9239,22.9478,16.4399,-1.31438,0.50538,0.35369
3.7,65.9625,25.6912,23.5452,16.7261,-1.35118,0.544237,0.339033
3.8,67.6122,26.4285,24.1712,17.0125,-1.40064,0.562563,0.334799
3.9,69.2466,27.1736,24.7678,17.3051,-1.44239,0.570943,0.348314
4.0,70.9286,27.9444,25.3876,17.5966,-1.49152,0.558034,0.349664
4.1,72.5725,28.7088,26.0051,17.8586,-1.53464,0.535384,0.345957
4.2,74.2058,29.4796,26.6077,18.1185,-1.57029,0.506238,0.328899
4.3,75.8573,30.2585,27.2169,18.3819,-1.60169,0.469822,0.320767
4.4,77.5339,31.037,27.8288,18.6681,-1.62428,0.454447,0.317808
4.5,79.2107,31.8034,28.4645,18.9428,-1.63814,0.431788,0.319676
4.6,80.8854,32.5734,29.0716,19.2403,-1.65959,0.428149,0.300056
4.7,82.5203,33.3331,29.6491,19.5381,-1.6726,0.424812,0.295319
4.8,84.178,34.0888,30.2477,19.8416,-1.69264,0.423464,0.292088
