Time (ns),trace,xx,yy,zz,yx,zx,zy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.11322,0.724036,0.714916,0.674265,-0.00301465,-0.00668397,0.00442663
0.2,4.16493,1.42633,1.41802,1.32057,-0.0121203,-0.0126004,0.00596407
0.3,6.18399,2.10845,2.1259,1.94964,-0.02514,-0.0178813,0.0141952
0.4,8.16336,2.77916,2.83364,2.55055,-0.034981,-0.00956515,0.0213629
0.5,10.1355,3.46345,3.53911,3.13295,-0.0447607,0.00159593,0.0240217
0.6,12.1062,4.14163,4.25091,3.71362,-0.0480764,0.0141893,0.0331204
0.7,14.0605,4.83054,4.9535,4.27648,-0.0524494,0.0360178,0.0461016
0.8,15.9898,5.515,5.66654,4.8083,-0.0656012,0.0608249,0.0678179
0.9,17.8742,6.18768,6.36358,5.32294,-0.0800043,0.0798433,0.0822481
1.0,19.7708,6.85787,7.0764,5.83649,-0.0922774,0.102067,0.0961811
1.1,21.6706,7.52186,7.79097,6.35775,-0.0941162,0.111323,0.0990226
1.2,23.5615,8.17588,8.52073,6.86492,-0.0885401,0.117975,0.103627
1.3,25.4483,8.83633,9.24477,7.36723,-0.0715779,0.135546,0.0963723
1.4,27.3326,9.50288,9.95736,7.87237,-0.0672804,0.152064,0.0809882
1.5,29.2007,10.1656,10.6755,8.35958,-0.0717578,0.175419,0.0616087
1.6,31.05,10.8124,11.3998,8.83772,-0.0854182,0.206511,0.0425941
1.7,32.9158,11.4585,12.1399,9.3174,-0.103732,0.234322,0.0241069
1.8,34.769,12.1078,12.8767,9.78456,-0.120393,0.260934,0.0103408
1.9,36.6241,12.7642,13.5998,10.26,-0.152531,0.287283,-0.0206633
2.0,38.4455,13.4158,14.3056,10.7241,-0.194367,0.2999,-0.0594222
2.1,40.2549,14.0567,15.0205,11.1778,-0.236421,0.308973,-0.0972595
2.2,42.0754,14.7033,15.7471,11.625,-0.288725,0.335845,-0.130106
2.3,43.884,15.3453,16.4733,12.0654,-0.345434,0.367779,-0.157575
2.4,45.6784,15.9942,17.185,12.4992,-0.383321,0.407079,-0.180192
2.5,47.4637,16.6393,17.8993,12.9251,-0.406305,0.451681,-0.189355
2.6,49.1821,17.2611,18.5952,13.3258,-0.42092,0.48305,-0.195948
2.7,50.9228,17.8985,19.3007,13.7236,-0.413617,0.511617,-0.207546
2.8,52.6467,18.5518,19.9895,14.1054,-0.411367,0.545586,-0.220332
2.9,54.3664,19.1878,20.6684,14.5102,-0.413448,0.594803,-0.223399
3.0,56.0789,19.8254,21.358,14.8955,-0.411746,0.628872,-0.225586
3.1,57.771,20.4506,22.0555,15.265,-0.416568,0.665791,-0.219778
3.2,59.4204,21.0526,22.7546,15.6131,-0.409437,0.705677,-0.219395
3.3,61.069,21.6565,23.4447,15.9678,-0.394521,0.74226,-0.220832
3.4,62.7064,22.2513,24.1486,16.3065,-0.387951,0.773302,-0.223063
3.5,64.3504,22.8517,24.8727,16.626,-0.384001,0.819014,-0.224909
3.6,66.0,23.4761,25.603,16.921,-0.367791,0.8541,-0.212915
3.7,67.6372,24.0824,26.3385,17.2164,-0.345223,0.878157,-0.207683
3.8,69.2769,24.684,27.0958,17.4972,-0.29734,0.901133,-0.216082
3.9,70.934,25.2743,27.8638,17.7959,-0.266522,0.933375,-0.228678
4.0,72.5648,25.8807,28.6078,18.0763,-0.233895,0.968508,-0.23664
4.1,74.1604,26.4762,29.3437,18.3405,-0.18436,1.0111,-0.23961
4.2,75.7445,27.0748,30.0728,18.5969,-0.118872,1.05293,-0.252146
4.3,77.3633,27.6937,30.8085,18.8612,-0.079413,1.08223,-0.268734
4.4,78.963,28.2944,31.5469,19.1217,-0.0420694,1.10347,-0.310652
4.5,80.5065,28.8659,32.2576,19.383,-0.000518375,1.1198,-0.355866
4.6,82.0533,29.4387,32.9515,19.663,0.0362131,1.12959,-0.39427
4.7,83.5881,29.9777,33.6709,19.9394,0.0740825,1.14569,-0.434048
4.8,85.1198,30.5352,34.3859,20.1987,0.0987403,1.17095,-0.460726
4.9,86.6713,31.0876,35.131,20.4527,0.0820109,1.18989,-0.497877
5.0,88.2907,31.6752,35.9064,20.7091,0.066431,1.22746,-0.524112
5.1,89.9508,32.2983,36.6953,20.9572,0.0619873,1.25463,-0.572397
5.2,91.6093,32.9293,37.4838,21.1961,0.0664534,1.2908,-0.634652
5.3,93.292,33.5978,38.2786,21.4156,0.0748973,1.31636,-0.704731
5.4,94.9669,34.2794,39.053,21.6345,0.108707,1.35506,-0.776562
5.5,96.6027,34.9532,39.7692,21.8802,0.15038,1.39794,-0.84413
5.6,98.2994,35.6558,40.5499,22.0936,0.222664,1.45337,-0.905105
5.7,99.9624,36.3685,41.33,22.2639,0.291667,1.51522,-0.960951
5.8,101.624,37.0852,42.0871,22.4516,0.356389,1.56438,-1.00041
5.9,103.269,37.8038,42.8188,22.6467,0.41186,1.60234,-1.05778
6.0,104.886,38.4675,43.5633,22.8549,0.515672,1.6537,-1.10173
6.1,106.505,39.0826,44.307,23.1152,0.646212,1.69967,-1.1655
6.2,108.101,39.7212,45.0323,23.3472,0.7592,1.7279,-1.248
6.3,109.694,40.3174,45.7791,23.5975,0.887467,1.76343,-1.34718
6.4,111.314,40.9077,46.5375,23.8683,1.01137,1.82491,-1.4505
6.5,113.017,41.5271,47.3514,24.1387,1.14442,1.84606,-1.57296
6.6,114.738,42.1822,48.1934,24.3626,1.277,1.87305,-1.71853
6.7,116.462,42.8632,49.0285,24.5706,1.42143,1.88435,-1.86861
6.8,118.231,43.5692,49.8536,24.8083,1.57529,1.90369,-2.01383
6.9,120.07,44.2948,50.749,25.0261,1.71797,1.93837,-2.15611
7.0,121.957,45.073,51.656,25.2281,1.8152,1.94708,-2.27083
7.1,123.753,45.782,52.5196,25.451,1.89742,1.9768,-2.33997
7.2,125.617,46.5105,53.4092,25.6975,1.966,2.01708,-2.40711
7.3,127.413,47.2449,54.22,25.9482,2.01508,2.07615,-2.46558
7.4,129.178,47.9718,55.066,26.1397,2.079,2.15815,-2.50962
7.5,130.895,48.6884,55.8374,26.3695,2.13517,2.22252,-2.58104
7.6,132.516,49.4013,56.5673,26.5472,2.22602,2.26549,-2.65828
7.7,134.144,50.0742,57.3509,26.7186,2.31194,2.3231,-2.75988
7.8,135.807,50.7904,58.1558,26.8609,2.39759,2.38789,-2.84041
7.9,137.573,51.509,58.9782,27.0862,2.46095,2.45314,-2.93292
8.0,139.379,52.2068,59.8118,27.3602,2.53722,2.5006,-2.98807
8.1,141.247,52.9126,60.6809,27.6535,2.63336,2.6019,-3.01855
