Atom id,Diffusion Coefficient (cm²/s)
1,3.67583
2,4.27981
3,2.00447
4,0.677746
5,4.22188
6,2.89103
7,5.83567
8,0.776185
9,1.81758
10,0.938748
11,2.68045
12,3.12857
13,6.91836
14,2.63237
15,5.47395
16,0.583661
17,0.809275
18,2.92667
19,1.27889
20,4.04747
21,2.6937
22,10.4983
23,0.565273
24,5.98174
25,3.99317
26,3.17108
27,1.31455
28,1.55451
29,4.02567
30,1.83288
31,3.32211
32,2.48972
33,0.460583
34,1.45886
35,4.50255
36,7.68415
37,0.165757
38,4.12501
39,13.4295
40,0.102059
41,4.56735
42,0.824248
43,2.54202
44,1.77704
45,2.80763
46,0.00010172
47,8.05594
48,5.6136
49,3.1679
50,4.16364
51,6.85343
52,3.49725
53,6.3809
54,2.55508
55,1.37018
56,1.76885
57,2.07736
58,3.24322
59,2.46077
60,6.11602
61,1.65678
62,4.4522
63,3.28112
64,3.25728
65,3.69523
66,2.08999
67,0.636622
68,0.53288
69,2.54286
70,0.453857
71,1.68924
72,1.67884
73,5.48687
74,1.58215
75,1.83199
76,10.6601
77,3.89096
78,2.45743
79,7.17267
80,6.52333
81,6.62956
82,5.30565
83,0.357536
84,1.65349
85,1.16151
86,2.54647
87,0.619565
88,0.559186
89,0.506461
90,4.84668
91,1.4227
92,8.9053
93,7.45852
94,3.16643
95,2.5373
96,3.41851
97,0.000497471
98,0.0105471
99,2.46823
100,0.331795
101,2.41037
102,0.474702
103,2.84324
104,0.957209
105,1.72801
106,6.20402
107,0.990022
108,1.51771
109,0.437286
110,1.76505
111,1.83352
112,3.04132
113,15.5891
114,5.90516
115,6.20562
116,1.52892
117,0.751896
118,3.47165
119,7.60638
120,0.542324
121,3.13457
122,1.33935
123,2.60023
124,5.11973
125,1.24705
126,1.80613
127,2.17531
128,1.79436
129,0.9101
130,0.286514
131,2.63734
132,1.47966
133,1.1332
134,2.85894
135,0.387436
136,1.73553
137,12.5223
138,2.74908
139,4.48735
140,4.00758
141,4.2454
142,2.71138
143,2.82256
144,0.357081
145,3.2101
146,2.24352
147,0.376111
148,1.22333
149,3.75846
150,0.47638
151,3.18935
152,2.45631
153,2.52665
154,2.92087
155,7.20699
156,1.18564
157,2.55984
158,4.52798
159,3.37069
160,2.73994
161,1.66003
162,3.71103
163,1.92099
164,2.77446
165,2.98843
166,2.91048
167,0.844835
168,0.0
169,3.51571
170,4.78932
171,4.07076
172,3.79416
173,1.2018
174,1.38539
175,4.34461
176,1.92309
177,1.62034
178,6.69858
179,0.47031
180,0.284958
181,3.61165
182,3.69562
183,1.6821
184,2.67778
185,5.98313
186,1.21897
187,3.20392
188,2.06557
189,0.806472
190,2.44012
191,2.28546
192,2.69523
193,1.78267
194,7.18154
195,4.77147
196,0.7018
197,1.88209
198,1.76986
199,1.39945
200,1.29038
201,0.266767
202,0.563475
203,1.24335
204,4.70403
205,0.220679
206,3.23503
207,0.926571
208,0.373222
209,3.40645
210,2.53695
211,3.58194
212,2.09942
213,1.09395
214,2.27907
215,0.900978
216,1.63211
217,0.933016
218,0.785931
219,3.9399
220,2.13707
221,9.05309
222,5.06483
223,4.35338
224,0.744389
225,0.35746
226,4.3507
227,2.09755
228,2.85918
229,2.15926
230,0.343061
231,0.871072
232,1.13657
233,0.978973
234,2.12305
235,1.60701
236,0.239448
237,2.22396
238,1.60493
239,2.02603
240,3.16805
241,1.36904
242,5.4852
243,0.726519
244,4.6107
245,0.287367
246,0.98063
247,0.613196
248,1.05668
249,0.450002
250,1.18073
251,0.374285
252,0.174393
253,0.480651
254,9.09747
255,11.1345
256,1.5752
257,3.16078
258,5.15002
259,0.516055
260,0.399297
261,1.99278
262,0.206054
263,0.79137
264,1.60843
265,1.52065
266,5.84753
267,1.4013
268,1.40865
269,1.65064
270,2.65001
271,4.99524
272,9.2855
273,0.906598
274,1.65009
275,1.98548
276,7.50803
277,3.14175
278,2.77078
279,1.65043
280,0.143495
281,8.95656
282,3.24334
283,3.43848
284,3.88039
285,4.15793
286,3.89639
287,6.42227
288,2.55232
