Atom id,Diffusion Coefficient (cm²/s)
1,1.38613
2,0.827226
3,2.077
4,4.75683
5,2.32976
6,0.835705
7,2.89676
8,2.84447
9,4.32703
10,1.44978
11,0.455241
12,0.561183
13,1.57778
14,1.16286
15,0.369362
16,4.76554
17,1.41579
18,2.79707
19,5.45693
20,4.40211
21,4.52972
22,0.393888
23,4.50784
24,1.07787
25,2.20462
26,1.52431
27,1.51966
28,0.948532
29,2.47964
30,5.1744
31,9.44921
32,1.94498
33,2.09294
34,2.72246
35,0.483128
36,4.36798
37,2.0973
38,1.12628
39,1.14683
40,1.93989
41,2.06995
42,2.26966
43,2.25216
44,2.86237
45,1.48237
46,9.68118
47,2.60638
48,2.26008
49,3.51843
50,0.611459
51,4.57288
52,6.25873
53,7.97514
54,4.89598
55,2.00941
56,3.59352
57,5.89219
58,4.19435
59,7.97678
60,1.7056
61,5.27001
62,1.08152
63,4.55325
64,4.22691
65,1.14455
66,1.59138
67,0.141265
68,4.77378
69,3.4391
70,4.56209
71,1.11195
72,0.48673
73,4.65562
74,2.36008
75,2.73463
76,3.64091
77,0.380864
78,1.6241
79,1.00001
80,4.22647
81,5.23625
82,1.75554
83,5.07622
84,4.8167
85,4.46766
86,3.07852
87,4.24809
88,0.828107
89,2.52126
90,3.18167
91,5.93652
92,0.958978
93,0.239671
94,1.42618
95,5.46915
96,3.04289
97,5.56335
98,0.552293
99,2.68183
100,2.89196
101,7.30011
102,3.9167
103,3.87138
104,0.691686
105,1.37882
106,4.23347
107,0.689778
108,4.04763
109,4.46356
110,0.452207
111,0.679213
112,0.812256
113,3.77477
114,4.4759
115,1.46333
116,0.863907
117,1.75811
118,1.32194
119,1.01006
120,0.60567
121,2.14692
122,1.17279
123,4.77555
124,0.896252
125,4.7834
126,1.97087
127,1.37252
128,5.2112
129,1.36503
130,0.86324
131,1.98514
132,2.79999
133,2.31577
134,3.26693
135,2.15758
136,2.32995
137,2.25583
138,4.23058
139,0.744935
140,1.1156
141,1.21107
142,4.20789
143,2.09265
144,1.37833
145,1.22289
146,0.358188
147,7.14048
148,6.47613
149,1.70279
150,0.346875
151,2.48902
152,0.973919
153,8.97878
154,3.42087
155,1.5182
156,0.428131
157,0.845453
158,1.75844
159,1.01379
160,1.06401
161,4.11054
162,9.23442
163,0.58902
164,0.706319
165,1.18979
166,3.23558
167,1.02392
168,6.31218
169,0.402695
170,2.739
171,2.28473
172,3.92338
173,2.73641
174,2.35388
175,1.2571
176,3.81928
177,1.72187
178,0.893306
179,5.44414
180,2.72882
181,4.36788
182,0.542085
183,9.19075
184,3.55234
185,2.83633
186,1.62029
187,2.30166
188,2.17665
189,0.757434
190,2.76307
191,4.22535
192,4.07311
193,0.728378
194,1.7571
195,6.88895
196,3.76731
197,1.37774
198,4.01193
199,1.84156
200,1.79423
201,1.39571
202,2.30103
203,1.9126
204,0.978139
205,6.30839
206,0.748443
207,1.49602
208,3.93213
209,0.497293
210,2.29818
211,5.07359
212,3.92727
213,0.932859
214,5.03196
215,2.20848
216,7.60715
217,0.977304
218,0.0820622
219,1.19529
220,0.376854
221,0.270529
222,3.04508
223,1.71147
224,1.89792
225,10.563
226,1.09803
227,0.643519
228,1.1643
229,3.13216
230,4.33336
231,9.06906
232,5.44219
233,2.32188
234,3.17098
235,3.59656
236,1.80086
237,1.55718
238,0.837184
239,1.66313
240,0.543128
241,5.07062
242,1.35791
243,1.75922
244,0.94744
245,0.29999
246,1.4951
247,2.37791
248,5.29455
249,1.9464
250,3.61995
251,0.411696
252,1.43751
253,4.06785
254,0.936998
255,5.51587
256,3.88045
257,0.357416
258,1.87663
259,1.28513
260,0.433813
261,3.03161
262,3.96395
263,1.57142
264,1.23807
265,3.14217
266,7.20228
267,7.82847
268,5.4502
269,0.732837
270,1.75563
271,7.59342
272,6.6248
273,3.73429
274,1.26503
275,6.29666
276,0.402054
277,1.89471
278,1.67902
279,6.88579
280,2.49849
281,3.43816
282,5.5775
283,5.2496
284,6.92306
285,2.07678
286,2.16696
287,1.59089
288,2.27405
