Atom id,Diffusion Coefficient (cm²/s)
1,4.29141
2,4.26026
3,15.24
4,2.09774
5,5.09029
6,4.32765
7,4.36072
8,3.78167
9,2.00117
10,1.52305
11,2.1807
12,3.25556
13,0.428355
14,6.0807
15,2.42461
16,6.02308
17,3.5945
18,3.52576
19,3.31472
20,4.33221
21,0.0
22,2.97499
23,4.07266
24,2.12018
25,1.75039
26,0.753176
27,2.93961
28,7.97761
29,1.16119
30,0.598364
31,3.73344
32,0.478198
33,0.459029
34,0.339613
35,1.95024
36,3.42698
37,0.23059
38,1.09661
39,5.32573
40,1.36391
41,10.5576
42,0.233773
43,2.66928
44,3.44178
45,0.549353
46,1.03482
47,5.94994
48,1.42592
49,0.972396
50,1.85118
51,2.2978
52,2.03025
53,4.12745
54,2.11978
55,4.04406
56,6.14377
57,4.35116
58,1.12527
59,2.0818
60,2.34911
61,0.856927
62,4.61821
63,6.04153
64,5.86996
65,0.535842
66,3.93468
67,5.40202
68,1.80529
69,1.10772
70,1.36458
71,1.07493
72,1.62373
73,3.1529
74,1.90308
75,0.459385
76,0.759714
77,4.44957
78,3.64028
79,4.13487
80,1.04679
81,0.877275
82,4.59981
83,0.331689
84,1.09987
85,0.5659
86,7.56838
87,0.619815
88,0.522567
89,1.32145
90,1.09013
91,0.991299
92,3.25753
93,1.62104
94,4.01895
95,2.9364
96,1.13955
97,0.000122984
98,2.67144
99,6.50412
100,4.33862
101,1.81787
102,1.37084
103,2.13611
104,4.54488
105,4.93364
106,8.77444
107,2.15984
108,3.19345
109,1.64556
110,12.1822
111,1.76063
112,4.30798
113,6.42941
114,1.85146
115,2.53344
116,11.2696
117,2.30336
118,0.857679
119,2.13482
120,1.37258
121,0.959065
122,2.20508
123,3.26932
124,3.28678
125,2.46843
126,2.4199
127,3.08768
128,2.33829
129,2.41802
130,0.965055
131,1.8224
132,2.21101
133,0.96326
134,2.80884
135,0.466236
136,2.78579
137,1.73067
138,0.698367
139,1.30918
140,1.13012
141,1.08828
142,1.4719
143,0.622511
144,3.70301
145,6.53558
146,0.561611
147,1.99788
148,4.19789
149,1.52671
150,2.24067
151,5.25537
152,2.26879
153,5.39513
154,1.70584
155,9.50908
156,2.11559
157,1.78578
158,3.71375
159,2.80379
160,1.74954
161,3.08273
162,2.11791
163,4.76564
164,2.88513
165,1.72488
166,1.52405
167,2.91746
168,3.89643
169,2.90814
170,6.54519
171,2.21347
172,0.568479
173,2.12252
174,4.86623
175,0.516892
176,3.8127
177,1.3913
178,1.8418
179,0.97349
180,0.354231
181,1.30146
182,1.08828
183,1.05101
184,1.59865
185,0.958255
186,0.517368
187,1.62646
188,0.521229
189,5.92009
190,1.26637
191,1.78449
192,0.821502
193,2.64991
194,2.80894
195,0.603209
196,0.295236
197,3.75058
198,3.75563
199,2.79365
200,0.826793
201,1.19909
202,0.822025
203,1.04413
204,2.33744
205,1.21369
206,1.77567
207,5.87571
208,1.76569
209,2.82397
210,0.100709
211,2.33121
212,0.686483
213,0.719867
214,3.05402
215,3.60114
216,4.34603
217,0.402485
218,13.4324
219,4.59781
220,7.15577
221,1.98574
222,0.361997
223,8.09089
224,2.03478
225,5.66747
226,7.19894
227,3.40764
228,2.26676
229,11.4965
230,3.65398
231,1.90841
232,1.81637
233,0.332258
234,2.29852
235,1.42992
236,4.0962
237,0.163315
238,7.2703
239,1.80943
240,0.0348271
241,3.77068
242,2.39678
243,3.06849
244,1.43902
245,1.97708
246,8.6384
247,3.12798
248,3.54521
249,6.41951
250,1.02491
251,0.912335
252,0.451508
253,0.285085
254,1.47605
255,2.91103
256,5.68097
257,0.429556
258,3.80333
259,1.2619
260,1.762
261,6.7302
262,3.29643
263,5.27577
264,5.97272
265,1.32418
266,3.60261
267,2.35477
268,3.4829
269,3.11417
270,9.2892
271,4.28588
272,2.91052
273,1.4002
274,2.13554
275,1.1019
276,2.5396
277,0.966269
278,6.41047
279,7.89154
280,2.36028
281,3.56769
282,3.6701
283,1.45782
284,0.765136
285,0.399535
286,2.809
287,2.52295
288,2.28271
