Time (ns),trace,xx,yy,zz,yx,zx,zy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.1458,0.722501,0.72383,0.699464,0.00769757,-0.00822691,-0.00744947
0.2,4.22566,1.43436,1.43729,1.35401,0.0210048,-0.0163977,-0.0144824
0.3,6.27543,2.13456,2.13864,2.00224,0.023641,-0.0309699,-0.0167143
0.4,8.30917,2.82597,2.84651,2.63669,0.0324622,-0.0425065,-0.0164017
0.5,10.2998,3.52188,3.52416,3.25381,0.0364701,-0.0504285,-0.00856126
0.6,12.2787,4.21261,4.2106,3.85544,0.0482819,-0.070591,0.000605825
0.7,14.2495,4.90788,4.91092,4.43073,0.0579335,-0.101728,0.0110637
0.8,16.184,5.59709,5.60308,4.98379,0.0670163,-0.133555,0.0126877
0.9,18.0958,6.2678,6.28722,5.54081,0.0741388,-0.16665,0.0250837
1.0,19.9962,6.95045,6.95638,6.08941,0.0813655,-0.200901,0.0274057
1.1,21.8853,7.64199,7.62967,6.61363,0.087908,-0.244912,0.0315796
1.2,23.711,8.31112,8.27514,7.1247,0.102517,-0.283017,0.0292569
1.3,25.5222,8.98759,8.90872,7.62589,0.115755,-0.334732,0.0234661
1.4,27.3197,9.66429,9.53876,8.11669,0.124397,-0.386592,0.00957191
1.5,29.0932,10.3386,10.1545,8.60001,0.132668,-0.439718,-0.00787971
1.6,30.8637,11.0249,10.7717,9.06705,0.134768,-0.479968,-0.0200706
1.7,32.6295,11.7068,11.378,9.54468,0.128109,-0.523221,-0.0384128
1.8,34.3855,12.3876,11.9826,10.0153,0.125477,-0.565713,-0.052429
1.9,36.1193,13.0744,12.5659,10.4789,0.130366,-0.598537,-0.0646885
2.0,37.8168,13.7622,13.1376,10.917,0.115907,-0.633077,-0.0797351
2.1,39.5055,14.4506,13.7266,11.3283,0.109899,-0.665784,-0.10929
2.2,41.1923,15.1412,14.3145,11.7366,0.0940606,-0.685146,-0.130227
2.3,42.8403,15.8252,14.8952,12.1199,0.0930768,-0.690931,-0.151163
