Atom id,Diffusion Coefficient (cm²/s)
1,1.31671
2,0.989743
3,1.27956
4,1.02672
5,1.13957
6,1.50952
7,5.68875
8,0.682717
9,9.41643
10,3.93745
11,0.838441
12,2.35959
13,2.17763
14,0.537362
15,1.5133
16,0.909871
17,1.17529
18,3.26463
19,3.3452
20,7.42478
21,3.55926
22,0.317484
23,0.362174
24,1.10836
25,1.42993
26,4.21988
27,2.5326
28,1.61745
29,1.43717
30,1.48687
31,4.70667
32,3.76956
33,3.89751
34,1.98666
35,0.385819
36,2.1354
37,7.21157
38,2.07412
39,2.87796
40,1.42887
41,0.379766
42,1.19787
43,0.870035
44,1.14267
45,0.64559
46,0.017247
47,0.419083
48,4.02227
49,2.21803
50,2.99834
51,1.40821
52,1.10494
53,0.5115
54,4.80175
55,0.931825
56,6.36948
57,1.73976
58,1.70104
59,0.532912
60,2.41375
61,2.85288
62,2.01357
63,1.34571
64,0.610092
65,1.87106
66,0.935819
67,2.59399
68,5.91587
69,3.37876
70,1.43955
71,0.641353
72,4.03081
73,1.00914
74,2.83797
75,0.826661
76,1.38841
77,3.01598
78,0.940877
79,4.87396
80,1.46131
81,5.52005
82,1.31391
83,3.27462
84,2.58477
85,4.9508
86,1.07694
87,0.861391
88,10.5149
89,2.63606
90,7.56614
91,0.375268
92,6.53112
93,4.59477
94,6.3922
95,0.177417
96,0.569079
97,0.000981055
98,2.73388
99,5.83987
100,2.49975
101,2.8227
102,4.28073
103,2.35652
104,1.96224
105,0.490652
106,0.948919
107,6.30315
108,7.27344
109,4.40909
110,0.387866
111,0.045087
112,11.2979
113,2.34353
114,1.72542
115,0.599454
116,1.33434
117,4.18276
118,5.5757
119,0.740251
120,4.2228
121,2.1428
122,2.66216
123,5.3548
124,0.248931
125,3.44052
126,0.568118
127,1.36551
128,2.15412
129,1.37197
130,0.784808
131,2.67038
132,1.75627
133,13.0126
134,0.572878
135,2.81523
136,3.12142
137,3.22138
138,2.45549
139,5.29197
140,4.14304
141,0.0564795
142,2.16769
143,1.51606
144,5.62283
145,0.171481
146,5.48284
147,1.65108
148,0.976533
149,2.87367
150,8.20248
151,4.4182
152,3.59278
153,1.50887
154,1.15882
155,1.22071
156,3.75466
157,0.971793
158,0.811614
159,4.83728
160,1.04247
161,1.93833
162,3.99083
163,2.71724
164,1.09896
165,2.12301
166,3.18974
167,1.23775
168,0.00673052
169,1.01032
170,1.67152
171,0.947368
172,2.38569
173,1.93172
174,2.69287
175,0.485672
176,1.48331
177,2.99122
178,1.24017
179,2.35194
180,4.16196
181,1.90181
182,1.48672
183,0.998839
184,6.10946
185,4.51358
186,7.52526
187,1.05477
188,1.69067
189,5.24456
190,0.788396
191,4.47447
192,4.56083
193,2.38308
194,4.65709
195,0.692965
196,2.78446
197,2.87797
198,0.039155
199,7.60729
200,0.234797
201,7.8085
202,1.91717
203,4.70985
204,1.91866
205,1.60278
206,3.92536
207,1.57814
208,2.41054
209,10.1164
210,2.70338
211,2.39756
212,5.91905
213,3.57446
214,2.78322
215,0.287359
216,2.77075
217,6.57826
218,0.697991
219,3.37283
220,0.971737
221,2.7047
222,5.25603
223,3.76657
224,3.0749
225,5.03691
226,2.42289
227,5.83612
228,0.533343
229,1.60918
230,2.75262
231,3.28471
232,2.92259
233,1.98906
234,0.64552
235,4.03218
236,0.302233
237,0.566989
238,1.84918
239,3.89108
240,1.82002
241,6.12369
242,4.43385
243,2.42427
244,3.0182
245,1.93048
246,2.12326
247,1.6145
248,5.49774
249,2.10376
250,0.335621
251,4.0673
252,4.03368
253,2.44164
254,0.335192
255,2.52279
256,0.421212
257,0.552174
258,3.12791
259,0.389365
260,1.28363
261,3.73419
262,3.33147
263,2.63069
264,3.31449
265,3.00058
266,2.03041
267,1.39804
268,0.313451
269,2.6094
270,1.36628
271,0.594464
272,0.517603
273,2.53619
274,6.19641
275,1.13689
276,4.44553
277,2.59914
278,2.45891
279,5.86944
280,0.857185
281,8.42057
282,1.36891
283,5.02812
284,2.81722
285,3.95237
286,0.29616
287,0.500144
288,0.331402
