Time (ns),id,Diffusion Coefficient (cm²/s),Atom id
780.0,,0.271337,264.0
790.0,,0.245051,63.0
790.0,,0.111847,66.0
790.0,,0.00290802,73.0
790.0,,0.271907,80.0
790.0,,0.105609,131.0
790.0,,0.305607,136.0
790.0,,0.121953,140.0
790.0,,0.029854,158.0
790.0,,0.238912,170.0
790.0,,0.255583,174.0
790.0,,0.135624,185.0
790.0,,4.03926e-05,216.0
790.0,,0.212811,224.0
800.0,,0.274689,11.0
800.0,,0.142955,50.0
800.0,,0.00312255,157.0
800.0,,0.248392,179.0
800.0,,0.00113246,187.0
800.0,,0.146097,191.0
800.0,,0.10609,192.0
800.0,,0.00693445,216.0
800.0,,0.308318,222.0
810.0,,0.154053,52.0
810.0,,0.300186,56.0
810.0,,0.000579931,63.0
810.0,,0.291028,77.0
810.0,,0.301129,94.0
810.0,,0.261103,114.0
810.0,,0.258065,118.0
810.0,,0.000285546,125.0
810.0,,0.283914,172.0
810.0,,0.119993,275.0
820.0,,0.149753,18.0
820.0,,0.232538,21.0
820.0,,0.121946,49.0
820.0,,0.00759332,63.0
820.0,,0.223919,86.0
820.0,,0.325599,214.0
820.0,,1.7613e-05,216.0
820.0,,0.229843,233.0
820.0,,0.286711,239.0
820.0,,0.00115129,255.0
830.0,,0.000177338,63.0
830.0,,0.314477,83.0
830.0,,0.066854,100.0
830.0,,0.137111,112.0
830.0,,2.72357e-05,125.0
830.0,,0.156313,126.0
830.0,,0.0469956,203.0
830.0,,0.120794,228.0
830.0,,0.244516,252.0
840.0,,0.150624,3.0
840.0,,0.148069,6.0
840.0,,0.226877,31.0
840.0,,0.288278,68.0
840.0,,0.16058,83.0
840.0,,0.0747689,88.0
840.0,,0.000310464,142.0
840.0,,0.248069,149.0
840.0,,0.286958,158.0
840.0,,0.334765,199.0
840.0,,1.34784e-05,216.0
840.0,,0.100192,219.0
840.0,,0.206417,255.0
840.0,,0.222035,268.0
840.0,,0.275839,272.0
840.0,,0.159861,282.0
850.0,,0.186415,60.0
850.0,,0.000628655,63.0
850.0,,0.153353,66.0
850.0,,0.0,70.0
850.0,,0.295298,75.0
850.0,,2.95751e-05,125.0
850.0,,0.326362,172.0
850.0,,0.172845,181.0
850.0,,0.0963073,191.0
850.0,,0.0794845,192.0
860.0,,0.0579456,38.0
860.0,,0.210663,66.0
860.0,,0.00286897,73.0
860.0,,0.251332,93.0
860.0,,0.303542,123.0
860.0,,0.00078979,158.0
860.0,,0.155294,161.0
860.0,,0.126622,163.0
860.0,,0.0455851,200.0
860.0,,0.173159,215.0
860.0,,1.02534e-05,216.0
860.0,,0.0915723,223.0
860.0,,0.0918571,264.0
860.0,,0.115752,280.0
870.0,,0.169602,8.0
870.0,,0.194068,14.0
870.0,,0.237186,42.0
870.0,,0.198558,61.0
870.0,,0.247754,68.0
870.0,,0.0033142,73.0
870.0,,0.0083461,85.0
870.0,,0.0820582,175.0
870.0,,0.311011,188.0
870.0,,0.265462,191.0
870.0,,0.00727177,216.0
870.0,,0.157326,230.0
870.0,,0.277016,239.0
870.0,,0.194343,240.0
870.0,,0.00490486,242.0
870.0,,0.0716102,265.0
870.0,,0.28976,289.0
880.0,,0.00527497,29.0
880.0,,0.102668,33.0
880.0,,0.000652903,63.0
880.0,,0.22717,65.0
880.0,,0.255356,80.0
880.0,,0.149653,107.0
880.0,,0.202275,118.0
880.0,,0.10232,179.0
880.0,,0.244765,191.0
880.0,,0.10415,193.0
880.0,,0.241169,208.0
880.0,,0.289884,215.0
880.0,,0.0,216.0
890.0,,0.329952,6.0
890.0,,0.244587,32.0
890.0,,0.00886048,42.0
890.0,,0.10616,43.0
890.0,,0.00406969,73.0
890.0,,0.265693,75.0
890.0,,0.146915,178.0
890.0,,4.6964e-05,216.0
890.0,,0.199561,217.0
890.0,,0.229265,235.0
890.0,,0.115868,251.0
890.0,,0.0953471,269.0
890.0,,0.194269,288.0
900.0,,0.199423,1.0
900.0,,0.00118305,24.0
900.0,,0.214679,35.0
900.0,,0.278269,36.0
900.0,,0.254216,37.0
900.0,,0.154895,57.0
900.0,,0.0,123.0
900.0,,0.330041,138.0
900.0,,0.316215,144.0
900.0,,0.0580926,161.0
900.0,,0.00110775,187.0
900.0,,0.120752,196.0
900.0,,3.91253e-05,216.0
900.0,,0.215212,228.0
910.0,,0.234265,16.0
910.0,,0.261559,18.0
910.0,,0.286023,36.0
910.0,,0.00167564,63.0
910.0,,0.230528,88.0
910.0,,0.00708354,142.0
910.0,,0.262637,144.0
910.0,,0.00666284,216.0
910.0,,0.247209,254.0
910.0,,0.145463,271.0
920.0,,0.242136,41.0
920.0,,0.215221,47.0
920.0,,0.00431076,63.0
920.0,,0.249138,84.0
920.0,,0.313547,102.0
920.0,,0.279607,126.0
920.0,,0.304607,163.0
920.0,,1.25944e-06,216.0
920.0,,0.245166,227.0
920.0,,0.247606,243.0
920.0,,0.315404,283.0
930.0,,0.277913,19.0
930.0,,0.00418381,63.0
930.0,,0.320146,69.0
930.0,,0.11295,168.0
930.0,,0.329163,179.0
930.0,,0.165452,195.0
930.0,,0.299197,198.0
930.0,,3.69139e-06,216.0
930.0,,0.14731,256.0
930.0,,0.202211,258.0
930.0,,0.247055,294.0
940.0,,0.286837,26.0
940.0,,0.0828815,47.0
940.0,,0.0,63.0
940.0,,0.234483,97.0
940.0,,0.25336,105.0
940.0,,1.41472e-06,125.0
940.0,,0.27212,137.0
940.0,,0.100444,178.0
940.0,,0.0669497,181.0
940.0,,0.3343,212.0
940.0,,0.265227,242.0
940.0,,0.208837,253.0
940.0,,0.240425,272.0
940.0,,0.297152,277.0
940.0,,0.111673,291.0
950.0,,0.17223,13.0
950.0,,0.317503,27.0
950.0,,0.235081,52.0
950.0,,0.166944,65.0
950.0,,0.00814704,73.0
950.0,,0.278698,82.0
950.0,,0.206759,98.0
950.0,,0.311678,108.0
950.0,,0.0219793,122.0
950.0,,0.231753,165.0
950.0,,0.304982,171.0
950.0,,0.146317,197.0
950.0,,5.33224e-05,216.0
950.0,,0.334792,237.0
950.0,,0.0566819,247.0
950.0,,0.207027,278.0
950.0,,0.324416,282.0
960.0,,0.16523,1.0
960.0,,0.152228,11.0
960.0,,0.203101,62.0
960.0,,0.000919628,63.0
960.0,,0.0563077,70.0
960.0,,0.0,81.0
960.0,,8.57471e-05,125.0
960.0,,0.332413,179.0
960.0,,0.0328867,191.0
960.0,,0.12917,241.0
960.0,,0.141523,276.0
970.0,,0.201401,1.0
970.0,,0.00522489,47.0
970.0,,0.240836,49.0
970.0,,0.330254,64.0
970.0,,0.16534,110.0
970.0,,0.306084,134.0
970.0,,0.0,216.0
980.0,,0.292392,54.0
980.0,,0.165581,92.0
980.0,,0.285673,136.0
980.0,,0.0975223,158.0
980.0,,0.000709947,187.0
980.0,,0.0107383,191.0
980.0,,5.85003e-06,216.0
980.0,,0.206769,262.0
980.0,,0.311426,291.0
990.0,,0.172358,113.0
990.0,,0.147912,118.0
990.0,,0.326673,199.0
990.0,,4.98715e-06,216.0
990.0,,0.257094,223.0
990.0,,0.315262,246.0
990.0,,0.00168379,255.0
990.0,,0.243652,258.0
1000.0,,0.279402,5.0
1000.0,,0.162682,21.0
1000.0,,0.000838359,63.0
1000.0,,0.105658,67.0
1000.0,,0.0303858,90.0
1000.0,,0.238665,94.0
1000.0,,0.102652,170.0
1000.0,,0.326016,202.0
1000.0,,0.129905,269.0
