Time (ns),id,Diffusion Coefficient (cm²/s),Atom id
820.0,,0.298554,228.0
820.0,,0.255408,279.0
820.0,,0.287367,283.0
830.0,,0.325383,8.0
830.0,,0.31671,41.0
830.0,,0.0104821,43.0
830.0,,0.00050452,97.0
830.0,,0.0732151,138.0
830.0,,0.292894,177.0
830.0,,0.237939,200.0
830.0,,0.115954,237.0
830.0,,0.272895,248.0
830.0,,0.205961,264.0
840.0,,0.195021,3.0
840.0,,0.1025,41.0
840.0,,0.312077,64.0
840.0,,0.16636,88.0
840.0,,0.18142,91.0
840.0,,0.0,97.0
840.0,,0.0738335,128.0
840.0,,0.110789,184.0
840.0,,0.328107,185.0
840.0,,0.0906553,221.0
840.0,,0.136231,224.0
840.0,,0.275578,263.0
840.0,,0.256644,288.0
850.0,,0.109599,7.0
850.0,,0.0602287,63.0
850.0,,0.257028,69.0
850.0,,0.267243,70.0
850.0,,0.336873,80.0
850.0,,0.275693,89.0
850.0,,0.11532,115.0
850.0,,0.00210447,168.0
850.0,,0.235961,192.0
850.0,,0.324077,199.0
850.0,,0.246424,208.0
850.0,,0.00336997,220.0
850.0,,0.0,231.0
850.0,,0.327273,275.0
850.0,,0.284295,278.0
860.0,,0.299068,4.0
860.0,,0.27524,11.0
860.0,,0.206758,23.0
860.0,,0.225507,52.0
860.0,,0.0835308,70.0
860.0,,0.000904893,97.0
860.0,,0.148637,121.0
860.0,,0.0417212,156.0
860.0,,0.00483783,168.0
860.0,,0.175708,171.0
860.0,,0.249817,214.0
860.0,,1.9943e-05,220.0
860.0,,0.179969,225.0
860.0,,0.169377,226.0
860.0,,0.234827,228.0
860.0,,0.337192,232.0
860.0,,0.33231,261.0
870.0,,0.198013,4.0
870.0,,0.315592,26.0
870.0,,0.28059,40.0
870.0,,0.0,52.0
870.0,,0.293648,68.0
870.0,,0.210329,88.0
870.0,,0.000748163,97.0
870.0,,0.320512,109.0
870.0,,0.180891,111.0
870.0,,0.25387,128.0
870.0,,0.0492858,194.0
870.0,,0.174182,222.0
870.0,,0.0648169,223.0
880.0,,0.3354,1.0
880.0,,0.0379158,9.0
880.0,,0.0717196,27.0
880.0,,0.0956401,42.0
880.0,,0.00777342,46.0
880.0,,0.24537,57.0
880.0,,0.216626,67.0
880.0,,0.000652269,97.0
880.0,,0.178433,121.0
880.0,,0.325129,122.0
880.0,,0.125485,136.0
880.0,,0.248704,155.0
880.0,,0.0169317,168.0
880.0,,0.298629,197.0
880.0,,0.184709,245.0
890.0,,0.156033,3.0
890.0,,0.000270227,46.0
890.0,,0.309483,57.0
890.0,,0.139114,63.0
890.0,,0.00654736,83.0
890.0,,0.000325481,97.0
890.0,,0.00337241,168.0
890.0,,0.274215,185.0
890.0,,0.33123,191.0
890.0,,0.146826,228.0
900.0,,0.302778,2.0
900.0,,0.195858,39.0
900.0,,0.00372406,46.0
900.0,,0.228375,52.0
900.0,,0.0573548,67.0
900.0,,0.0,97.0
900.0,,0.174635,107.0
900.0,,0.215904,164.0
900.0,,0.00324789,168.0
900.0,,0.288496,205.0
900.0,,0.220807,208.0
900.0,,0.118769,212.0
910.0,,0.335099,34.0
910.0,,0.232794,42.0
910.0,,0.00234561,62.0
910.0,,0.275317,88.0
910.0,,0.158862,91.0
910.0,,0.21682,95.0
910.0,,0.300588,114.0
910.0,,0.30936,126.0
910.0,,0.319124,155.0
910.0,,0.00272514,168.0
910.0,,0.331261,195.0
910.0,,0.253769,209.0
910.0,,0.0349509,220.0
910.0,,0.0598289,274.0
910.0,,0.0972086,288.0
920.0,,0.0265736,26.0
920.0,,0.00461036,46.0
920.0,,0.00119648,97.0
920.0,,0.317444,113.0
920.0,,0.0239196,168.0
920.0,,0.336358,172.0
920.0,,0.274021,179.0
920.0,,0.305036,201.0
920.0,,0.0,242.0
920.0,,0.15903,272.0
920.0,,0.327645,284.0
930.0,,0.208067,15.0
930.0,,0.335847,33.0
930.0,,0.0105753,42.0
930.0,,0.212948,59.0
930.0,,0.0,97.0
930.0,,0.172867,147.0
930.0,,0.185492,192.0
930.0,,0.216685,268.0
940.0,,0.274708,4.0
940.0,,0.0,46.0
940.0,,0.297371,86.0
940.0,,0.00134975,97.0
940.0,,0.142484,104.0
940.0,,0.0,136.0
940.0,,0.217074,148.0
940.0,,0.0,168.0
940.0,,0.304984,181.0
940.0,,0.00390986,243.0
940.0,,0.227238,251.0
940.0,,0.321535,284.0
950.0,,0.327843,40.0
950.0,,0.334875,60.0
950.0,,0.278584,69.0
950.0,,0.216042,75.0
950.0,,0.213054,82.0
950.0,,0.0,97.0
950.0,,0.127733,101.0
950.0,,0.252952,112.0
950.0,,0.306177,124.0
950.0,,0.000457816,182.0
950.0,,0.278291,214.0
950.0,,0.270808,224.0
950.0,,0.263781,282.0
960.0,,0.296806,24.0
960.0,,0.00947999,46.0
960.0,,0.000194205,97.0
960.0,,0.221725,103.0
960.0,,0.137314,162.0
960.0,,0.310373,167.0
960.0,,0.241364,205.0
960.0,,0.331196,214.0
960.0,,0.209892,226.0
960.0,,0.205959,240.0
960.0,,0.273007,267.0
970.0,,0.213814,6.0
970.0,,0.229571,9.0
970.0,,0.200957,41.0
970.0,,0.0345815,42.0
970.0,,0.00706104,46.0
970.0,,0.000190794,97.0
970.0,,0.130832,108.0
970.0,,0.0517991,130.0
970.0,,0.00541358,168.0
970.0,,0.106869,172.0
970.0,,0.253744,209.0
970.0,,0.137863,211.0
970.0,,0.214491,233.0
970.0,,0.324365,236.0
970.0,,0.144954,261.0
970.0,,0.252235,262.0
980.0,,0.16072,19.0
980.0,,0.176745,27.0
980.0,,0.259706,78.0
980.0,,0.13637,86.0
980.0,,0.269594,90.0
980.0,,0.226348,95.0
980.0,,0.218367,99.0
980.0,,0.124398,164.0
980.0,,0.21871,205.0
990.0,,0.205873,25.0
990.0,,0.325576,33.0
990.0,,0.294888,42.0
990.0,,0.00140076,46.0
990.0,,0.000680978,97.0
990.0,,0.282278,110.0
990.0,,0.255109,146.0
990.0,,0.298666,153.0
990.0,,0.187536,157.0
990.0,,0.00300464,168.0
990.0,,0.0406686,235.0
990.0,,0.233697,237.0
990.0,,0.295186,248.0
990.0,,0.205939,273.0
1000.0,,0.16359,16.0
1000.0,,0.135134,18.0
1000.0,,0.232048,31.0
1000.0,,0.0546105,53.0
1000.0,,0.000568706,97.0
1000.0,,0.151992,108.0
1000.0,,0.300628,149.0
1000.0,,0.0790678,163.0
1000.0,,0.316271,177.0
1000.0,,0.126838,234.0
1000.0,,0.268669,235.0
1000.0,,0.264318,266.0
