Time (ns),trace,xx,yy,zz,yx,zx,zy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.02237,0.673018,0.686683,0.662669,0.00301836,0.00293406,-0.00391636
0.2,3.96962,1.33189,1.34553,1.2922,0.00320125,0.0106769,-0.0038662
0.3,5.88719,1.98479,1.98597,1.91644,0.00760387,0.0198926,-0.00148935
0.4,7.78989,2.64562,2.61387,2.5304,0.0213222,0.0251509,0.000827215
0.5,9.68396,3.30134,3.2464,3.13622,0.0342827,0.0219304,0.0125661
0.6,11.5436,3.94473,3.86752,3.7313,0.0502245,0.0255816,0.0191385
0.7,13.393,4.58004,4.49985,4.31308,0.0615317,0.0364387,0.0200261
0.8,15.2624,5.22013,5.13973,4.90254,0.0595718,0.0497037,0.0167593
0.9,17.1062,5.86489,5.77471,5.46658,0.060955,0.0606228,0.0159914
1.0,18.921,6.51154,6.39372,6.0157,0.0600105,0.0736476,0.0175763
1.1,20.7347,7.16016,7.02186,6.55271,0.056994,0.0816211,0.0207034
1.2,22.513,7.81223,7.63416,7.06659,0.0512657,0.0916307,0.0234284
1.3,24.2989,8.46312,8.25296,7.58278,0.0517143,0.0942772,0.0228435
1.4,26.0265,9.1082,8.84561,8.07268,0.0481459,0.0989339,0.026455
1.5,27.761,9.76559,9.43206,8.56333,0.0461614,0.109437,0.0413434
1.6,29.4916,10.4148,10.0251,9.05161,0.0492838,0.12632,0.0614035
1.7,31.2165,11.065,10.6143,9.53724,0.0580727,0.147558,0.0770418
1.8,32.9473,11.724,11.2018,10.0214,0.0686849,0.159406,0.0923351
1.9,34.6893,12.3848,11.8017,10.5028,0.061346,0.168512,0.118979
2.0,36.4218,13.0423,12.4015,10.9779,0.0511561,0.173209,0.132606
2.1,38.1722,13.717,13.0213,11.4339,0.0494118,0.185879,0.148215
2.2,39.9105,14.3945,13.6457,11.8702,0.0566529,0.196671,0.160164
2.3,41.6078,15.0711,14.2666,12.2701,0.0489984,0.209332,0.17555
2.4,43.2999,15.7526,14.8898,12.6574,0.036023,0.231601,0.209985
2.5,44.9907,16.44,15.5139,13.0368,0.0275453,0.251808,0.252972
2.6,46.7045,17.1257,16.1463,13.4325,0.0328046,0.271694,0.288849
2.7,48.3806,17.7961,16.7772,13.8074,0.0371066,0.2927,0.323523
2.8,50.0494,18.4683,17.393,14.188,0.0406624,0.317095,0.369032
2.9,51.7402,19.1535,18.0163,14.5704,0.053687,0.340231,0.401643
3.0,53.4342,19.8308,18.642,14.9615,0.0542887,0.369909,0.436504
3.1,55.1372,20.5391,19.2655,15.3326,0.0715905,0.40909,0.463151
3.2,56.8308,21.2399,19.8977,15.6931,0.0991787,0.436566,0.482219
3.3,58.5218,21.9356,20.522,16.0643,0.126326,0.460027,0.504805
3.4,60.1664,22.6211,21.1243,16.4209,0.140605,0.460726,0.539746
3.5,61.7801,23.2683,21.7314,16.7803,0.155698,0.453268,0.561019
3.6,63.3362,23.8809,22.3292,17.1261,0.167551,0.440091,0.581809
3.7,64.9067,24.5006,22.9159,17.4902,0.180906,0.418965,0.612096
3.8,66.4563,25.1292,23.5073,17.8198,0.196708,0.39518,0.639689
3.9,68.0045,25.7651,24.0992,18.1402,0.208406,0.375246,0.659708
4.0,69.5432,26.4042,24.686,18.4529,0.222221,0.369986,0.68375
