Atom id,Diffusion Coefficient (cm²/s)
1,0.671847
2,3.45687
3,6.47337
4,1.40557
5,5.43089
6,2.32875
7,0.949349
8,8.89542
9,1.85088
10,1.50794
11,1.67338
12,0.302532
13,1.15226
14,4.25266
15,3.13418
16,0.728019
17,2.08598
18,1.45077
19,1.7531
20,0.480991
21,6.81695
22,0.269021
23,2.05825
24,1.08789
25,1.23154
26,1.8418
27,0.349758
28,2.34002
29,1.39402
30,1.88531
31,1.37305
32,1.94483
33,1.8284
34,16.8302
35,5.5606
36,1.42707
37,0.7582
38,5.62908
39,2.46045
40,0.668903
41,2.31587
42,0.411656
43,1.90164
44,6.28599
45,6.81245
46,6.99723
47,0.211424
48,3.00166
49,1.24421
50,2.04675
51,0.887173
52,1.63739
53,3.00929
54,1.2137
55,1.32204
56,0.255061
57,2.49276
58,18.0644
59,0.571005
60,2.99848
61,0.969459
62,1.43279
63,3.49433
64,5.42609
65,4.73176
66,0.571676
67,2.81828
68,5.39703
69,2.47437
70,3.37364
71,0.56459
72,1.48443
73,6.35908
74,2.34207
75,2.07841
76,1.77075
77,3.14512
78,1.27849
79,2.87671
80,3.63591
81,0.114938
82,1.19091
83,9.22331
84,0.376256
85,4.88326
86,0.920924
87,2.27981
88,0.395856
89,3.40283
90,0.888725
91,1.56751
92,2.43731
93,3.65125
94,2.00866
95,3.11632
96,3.868
97,0.411703
98,4.5601
99,0.615021
100,5.40558
101,4.89577
102,2.05974
103,10.8651
104,3.78493
105,10.4061
106,4.17024
107,6.68717
108,5.50451
109,4.8414
110,1.17402
111,0.291829
112,3.84902
113,1.57414
114,1.24006
115,1.31861
116,4.33306
117,0.900554
118,0.971044
119,2.55447
120,0.560917
121,6.43962
122,1.20397
123,0.740256
124,0.581463
125,5.35588
126,0.316667
127,3.53429
128,2.75304
129,5.67201
130,3.46803
131,2.68717
132,8.28703
133,7.24653
134,3.46553
135,3.89557
136,2.60593
137,8.21731
138,0.369766
139,6.34612
140,2.2949
141,1.50575
142,0.302752
143,0.642863
144,9.18361
145,2.31261
146,0.124073
147,2.59542
148,3.41831
149,1.70503
150,0.620378
151,0.213545
152,2.39773
153,4.3557
154,1.42852
155,3.39023
156,1.09491
157,1.62911
158,0.312
159,2.90463
160,1.5361
161,1.29962
162,2.91961
163,0.942104
164,0.223547
165,2.30692
166,5.38444
167,1.76986
168,3.26972
169,3.98128
170,1.10514
171,1.03491
172,4.46086
173,2.34227
174,4.14703
175,0.623378
176,2.25597
177,1.75517
178,2.68018
179,2.28494
180,1.69689
181,2.65814
182,1.73579
183,4.66379
184,1.20416
185,1.50098
186,1.59547
187,3.26896
188,7.10343
189,1.54888
190,0.440907
191,4.06772
192,1.0298
193,3.78044
194,0.24227
195,0.582444
196,2.39146
197,2.28924
198,0.498206
199,0.951324
200,0.131327
201,1.89009
202,0.368953
203,6.37695
204,0.401601
205,9.1663
206,6.20585
207,1.83908
208,5.34345
209,2.99669
210,1.96185
211,5.45432
212,1.97823
213,0.534504
214,0.908669
215,0.990095
216,3.36082
217,5.22376
218,2.4711
219,1.87968
220,0.67519
221,2.31605
222,4.93946
223,3.06986
224,0.349046
225,0.376599
226,4.48996
227,2.29574
228,1.88429
229,4.48821
230,1.74646
231,1.44563
232,2.6436
233,1.49073
234,1.30938
235,0.487045
236,4.7125
237,0.731949
238,0.342098
239,2.50649
240,9.37391
241,0.674834
242,4.40103
243,1.03402
244,1.56406
245,1.22693
246,1.99316
247,3.09112
248,2.8949
249,5.47345
250,2.4591
251,4.15522
252,5.98262
253,6.45736
254,2.87386
255,2.55198
256,0.64216
257,4.03898
258,8.96598
259,2.43492
260,1.95225
261,3.0545
262,1.68789
263,2.28958
264,1.20069
265,5.48459
266,0.546295
267,4.85148
268,3.78507
269,1.58869
270,1.5544
271,0.780512
272,3.30357
273,1.32307
274,5.19233
275,4.14194
276,0.986191
277,0.757498
278,4.50737
279,1.66941
280,4.13485
281,1.1716
282,4.88316
283,0.974155
284,1.64154
285,0.256043
286,1.00855
287,4.0358
288,0.759109
289,3.00871
290,3.18553
291,8.11276
