Time (ns),trace,xx,yy,zz,yx,zx,zy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.02842,0.67558,0.684649,0.668187,-0.000891891,0.00926427,-0.0077741
0.2,3.99719,1.3462,1.35571,1.29528,-0.00241572,0.0170035,0.00407103
0.3,5.93752,2.01853,2.00763,1.91136,0.00088154,0.018523,0.00455
0.4,7.83031,2.69943,2.64277,2.4881,0.014525,0.0132538,0.00403555
0.5,9.72609,3.39273,3.27145,3.06191,0.0346894,0.00922975,-0.0101777
0.6,11.6228,4.0897,3.90966,3.62347,0.0640687,-0.00569538,-0.0306149
0.7,13.4947,4.78561,4.54448,4.1646,0.0903885,-0.0231381,-0.0398498
0.8,15.3714,5.47797,5.19512,4.69835,0.110523,-0.039876,-0.0489123
0.9,17.2496,6.17166,5.84188,5.23602,0.140717,-0.0552123,-0.0535145
1.0,19.1303,6.87009,6.50178,5.75847,0.17059,-0.0660969,-0.066176
1.1,20.9811,7.56071,7.15395,6.26647,0.195338,-0.0684091,-0.0854295
1.2,22.7949,8.25188,7.78542,6.75764,0.221709,-0.069558,-0.105775
1.3,24.5901,8.94222,8.40916,7.23876,0.261832,-0.0734084,-0.116917
1.4,26.3903,9.63821,9.02988,7.72221,0.315385,-0.0814972,-0.122898
1.5,28.1609,10.3256,9.63915,8.19618,0.374659,-0.103573,-0.134495
1.6,29.912,11.0189,10.2322,8.66083,0.438549,-0.124979,-0.149784
1.7,31.6497,11.7013,10.8405,9.10795,0.517073,-0.137293,-0.165941
1.8,33.3789,12.3915,11.4541,9.53329,0.584608,-0.138541,-0.180479
1.9,35.0946,13.0795,12.0543,9.96083,0.644532,-0.135159,-0.201328
2.0,36.7937,13.7745,12.6451,10.3742,0.707994,-0.128045,-0.221681
2.1,38.4872,14.468,13.2321,10.787,0.77163,-0.11774,-0.238174
2.2,40.1363,15.1428,13.8097,11.1838,0.837781,-0.119662,-0.261969
2.3,41.7428,15.8006,14.3779,11.5643,0.90287,-0.12768,-0.284957
2.4,43.3455,16.4609,14.9438,11.9408,0.968603,-0.139317,-0.317939
2.5,44.9469,17.1223,15.5112,12.3135,1.04742,-0.151507,-0.352449
2.6,46.5225,17.7699,16.0709,12.6817,1.12253,-0.157148,-0.36738
2.7,48.0937,18.4395,16.6323,13.022,1.18543,-0.155206,-0.3925
