Atom id,Diffusion Coefficient (cm²/s)
1,1.43754
2,11.3495
3,0.379702
4,3.60541
5,2.20681
6,0.260895
7,1.20257
8,2.83619
9,4.75131
10,2.52167
11,4.31641
12,0.960578
13,3.31204
14,0.38
15,1.43866
16,7.43072
17,5.51937
18,0.80473
19,2.1846
20,1.19495
21,4.99408
22,2.08518
23,2.3399
24,1.31201
25,0.533792
26,3.57973
27,5.90096
28,1.04952
29,1.27686
30,3.25424
31,1.02146
32,1.1666
33,3.84735
34,4.12038
35,2.1363
36,4.10343
37,2.0898
38,2.08353
39,4.69239
40,5.51896
41,2.91219
42,1.4602
43,0.519112
44,5.27297
45,1.35273
46,1.32272
47,0.373279
48,5.70813
49,1.43182
50,0.647073
51,0.598869
52,4.2441
53,0.953195
54,16.8161
55,1.34304
56,3.29051
57,3.90401
58,9.71295
59,1.73231
60,0.982895
61,10.1725
62,4.5109
63,0.71346
64,3.41629
65,1.46008
66,4.43427
67,6.37628
68,2.92138
69,3.52962
70,4.71506
71,2.20925
72,3.05054
73,0.319111
74,5.56996
75,1.04608
76,1.56932
77,2.93628
78,1.62194
79,1.72706
80,3.75557
81,1.41
82,3.27184
83,2.02998
84,3.65895
85,1.17708
86,2.06364
87,1.32028
88,4.52631
89,4.53751
90,3.18747
91,4.21437
92,2.05448
93,1.29227
94,6.72518
95,4.92999
96,1.39037
97,4.53315
98,0.620766
99,2.72358
100,7.25634
101,5.07034
102,2.7315
103,1.12585
104,3.87676
105,0.895869
106,2.44323
107,1.9043
108,5.95695
109,1.83464
110,1.58954
111,2.37396
112,0.968611
113,1.90166
114,0.635318
115,1.10347
116,6.37441
117,2.00544
118,0.333332
119,2.4625
120,2.14513
121,3.59774
122,4.40138
123,1.65986
124,1.5806
125,5.09583
126,0.46748
127,1.00829
128,2.51677
129,3.438
130,2.43091
131,3.78395
132,1.36864
133,1.52762
134,1.34629
135,1.15661
136,3.03766
137,0.195605
138,1.60681
139,0.712286
140,1.94385
141,7.4353
142,4.40166
143,0.729713
144,2.98991
145,2.6614
146,2.32047
147,0.744178
148,1.95743
149,8.06202
150,1.40549
151,1.73503
152,2.62869
153,0.426227
154,2.26916
155,1.28574
156,5.47997
157,3.15982
158,1.23454
159,1.04004
160,5.67983
161,0.67986
162,1.37662
163,0.141376
164,0.820501
165,0.526809
166,2.35728
167,5.53721
168,6.1172
169,5.34708
170,1.41211
171,1.72226
172,0.668561
173,7.74597
174,3.73632
175,3.84713
176,1.02914
177,1.13009
178,4.55997
179,2.56439
180,1.91717
181,0.838283
182,1.20718
183,2.73082
184,7.98583
185,2.97633
186,3.38357
187,4.54666
188,4.28284
189,2.20137
190,1.23186
191,4.03766
192,3.57654
193,2.73453
194,0.418413
195,1.43012
196,2.28683
197,0.985918
198,0.509628
199,1.24332
200,1.71755
201,3.60329
202,4.82633
203,0.73146
204,2.85335
205,10.8083
206,3.549
207,3.13745
208,4.51932
209,2.09597
210,0.795855
211,0.0718593
212,3.93578
213,1.51411
214,3.27345
215,2.17493
216,2.77919
217,5.61024
218,2.16355
219,1.68351
220,1.23236
221,0.890668
222,2.29056
223,10.4863
224,1.79079
225,2.12192
226,1.79945
227,2.58184
228,5.03927
229,5.02638
230,5.33352
231,3.71405
232,0.792681
233,2.3558
234,5.99712
235,0.773589
236,2.59964
237,1.47207
238,1.92461
239,0.8944
240,0.717485
241,5.38898
242,4.67081
243,2.46653
244,1.0375
245,1.84078
246,2.34814
247,4.99055
248,3.78728
249,2.52238
250,4.29885
251,0.028171
252,3.02791
253,2.29783
254,0.170326
255,4.6887
256,0.0393107
257,4.13771
258,0.975833
259,1.27097
260,3.4314
261,9.42631
262,0.616564
263,0.572242
264,2.69104
265,4.72735
266,3.86608
267,3.09775
268,3.97302
269,2.40897
270,4.4063
271,2.01793
272,2.41684
273,5.27294
274,3.93592
275,1.26136
276,0.909665
277,1.45876
278,0.29423
279,2.13201
280,1.5093
281,3.37394
282,6.11267
283,5.13531
284,2.231
285,1.42189
286,3.92665
287,0.00362561
288,0.857211
289,1.45357
290,1.7202
291,1.3949
